Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date
106524;AIG India Treasury Fund-Institutional Plan-Daily Dividend Option;10.0110;10.0110;10.0110;06-Aug-2009
106523;AIG India Treasury Fund-Institutional Plan-Growth Option;11.6267;11.6267;11.6267;06-Aug-2009
106525;AIG India Treasury Fund-Institutional Plan-Monthly Dividend Option;10.0246;10.0246;10.0246;06-Aug-2009
106535;AIG India Treasury Fund-Institutional Plan-Weekly Dividend Option;10.0150;10.0150;10.0150;06-Aug-2009
106534;AIG India Treasury Fund-Retail Plan-Daily Dividend Option;10.0110;10.0110;10.0110;06-Aug-2009
106521;AIG India Treasury Fund-Retail Plan-Growth Option;11.5509;11.5509;11.5509;06-Aug-2009
106530;AIG India Treasury Fund-Retail Plan-Monthly Dividend Option;10.0237;10.0237;10.0237;06-Aug-2009
106531;AIG India Treasury Fund-Retail Plan-Quarterly Dividend Option;10.0738;10.0738;10.0738;06-Aug-2009
106522;AIG India Treasury Fund-Retail Plan-Weekly Dividend Option;10.0147;10.0147;10.0147;06-Aug-2009
106527;AIG India Treasury Fund-Super Institutional Plan-Daily Dividend Option;10.0110;10.0110;10.0110;06-Aug-2009
106533;AIG India Treasury Fund-Super Institutional Plan-Growth Option;11.6490;11.6490;11.6490;06-Aug-2009
106538;AIG India Treasury Fund-Super Institutional Plan-Monthly Dividend Option;10.0249;10.0249;10.0249;06-Aug-2009
106537;AIG India Treasury Fund-Super Institutional Plan-Weekly Dividend Option;10.0151;10.0151;10.0151;06-Aug-2009
107718;AIG Short Term Fund-Institutional Plan-Growth Option;1072.5652;1069.8838;1072.5652;06-Aug-2009
107720;AIG Short Term Fund-Institutional Plan-Monthly Dividend Option;1002.6193;1000.1128;1002.6193;06-Aug-2009
107722;AIG Short Term Fund-Institutional Plan-Weekly Dividend Option;1001.4858;998.9821;1001.4858;06-Aug-2009
107715;AIG Short Term Fund-Retail Plan-Growth Option;1113.9925;1111.2075;1113.9925;06-Aug-2009
107721;AIG Short Term Fund-Retail Plan-Monthly Dividend Option;1002.5370;1000.0307;1002.5370;06-Aug-2009
107717;AIG Short Term Fund-Retail Plan-Weekly Dividend Option;1001.4612;998.9575;1001.4612;06-Aug-2009
102670;BARODA PIONEER CHILDREN FUND-GIFT PLAN;10.2752;10.1724;10.2752;06-Aug-2009
102671;BARODA PIONEER CHILDREN FUND-STUDY PLAN;9.0977;9.0067;9.0977;06-Aug-2009
101155;BARODA PIONEER INCOME FUND-Dividend Plan;13.9356;13.7962;13.9356;06-Aug-2009
101154;BARODA PIONEER INCOME FUND-Growth Plan;13.9330;13.7937;13.9330;06-Aug-2009
102661;BARODA PIONEER MIP FUND-Growth Plan;12.1741;12.0524;12.1741;06-Aug-2009
102662;BARODA PIONEER MIP FUND-Monthly Dividend Plan;12.1792;12.0574;12.1792;06-Aug-2009
102663;BARODA PIONEER MIP FUND-Quarterly Dividend Plan;12.1747;12.0530;12.1747;06-Aug-2009
112032;Baroda Pioneer Treasury Advantage Fund- Institutional Plan- Daily Dividend Option;10.0091;9.9991;10.0091;06-Aug-2009
112029;Baroda Pioneer Treasury Advantage Fund- Institutional Plan- Growth Option;10.0641;10.0540;10.0641;06-Aug-2009
112033;Baroda Pioneer Treasury Advantage Fund- Institutional Plan- Weekly Dividend Option;10.0192;10.0092;10.0192;06-Aug-2009
112025;Baroda Pioneer Treasury Advantage Fund- Regular Plan - Daily Dividend Option;10.0095;9.9995;10.0095;06-Aug-2009
112031;Baroda Pioneer Treasury Advantage Fund- Regular Plan - Growth Option;10.0606;10.0505;10.0606;06-Aug-2009
112027;Baroda Pioneer Treasury Advantage Fund- Regular Plan - Monthly Dividend Option;10.0611;10.0510;10.0611;06-Aug-2009
112026;Baroda Pioneer Treasury Advantage Fund- Regular Plan - Weekly Dividend Option;10.0458;10.0358;10.0458;06-Aug-2009
111719;Bharti AXA Regular Return Fund-ECO Plan-Annual Dividend;10.9580;10.8484;10.9580;06-Aug-2009
111715;Bharti AXA Regular Return Fund-ECO Plan-Growth;10.9580;10.8484;10.9580;06-Aug-2009
111717;Bharti AXA Regular Return Fund-ECO Plan-Monthly Dividend;10.7865;10.6786;10.7865;06-Aug-2009
111718;Bharti AXA Regular Return Fund-ECO Plan-Quarterly Dividend;10.8713;10.7626;10.8713;06-Aug-2009
111714;Bharti AXA Regular Return Fund-Regular Plan-Annual Dividend;10.9458;10.8363;10.9458;06-Aug-2009
111712;Bharti AXA Regular Return Fund-Regular Plan-Growth;10.9458;10.8363;10.9458;06-Aug-2009
111716;Bharti AXA Regular Return Fund-Regular Plan-Monthly Dividend;10.7745;10.6668;10.7745;06-Aug-2009
111713;Bharti AXA Regular Return Fund-Regular Plan-Quarterly Dividend;10.8593;10.7507;10.8593;06-Aug-2009
111586;Bharti AXA Short Term Income Fund-Institutional Plan- Growth;10.1602;10.1348;10.1602;06-Aug-2009
111591;Bharti AXA Short Term Income Fund-Institutional Plan-Monthly Dividend;9.9397;9.9149;9.9397;06-Aug-2009
111588;Bharti AXA Short Term Income Fund-Institutional Plan-Quarterly Dividend;10.0674;10.0422;10.0674;06-Aug-2009
111587;Bharti AXA Short Term Income Fund-Institutional Plan-Weekly Dividend;9.8793;9.8546;9.8793;06-Aug-2009
111585;Bharti AXA Short Term Income Fund-Regular Plan- Growth;10.1448;10.1194;10.1448;06-Aug-2009
111589;Bharti AXA Short Term Income Fund-Regular Plan- Monthly Dividend;9.9256;9.9008;9.9256;06-Aug-2009
111590;Bharti AXA Short Term Income Fund-Regular Plan- Quarterly Dividend;10.1448;10.1194;10.1448;06-Aug-2009
109268;Bharti AXA Treasury Advantage Fund- Institutional Plan- Daily Dividend;1000.0000;1000.0000;1000.0000;06-Aug-2009
109265;Bharti AXA Treasury Advantage Fund- Institutional Plan- Growth;1081.8018;1081.8018;1081.8018;06-Aug-2009
109269;Bharti AXA Treasury Advantage Fund- Regular Plan- Growth;1076.0569;1076.0569;1076.0569;06-Aug-2009
109264;Bharti AXA Treasury Advantage Fund- Regular Plan- Weekly Dividend;1000.6449;1000.6449;1000.6449;06-Aug-2009
111970;Bharti AXA Treasury Advnatage Fund- Regular Plan- Daily Dividend;1000.0000;1000.0000;1000.0000;06-Aug-2009
106270;BIRLA SUN LIFE CAPITAL PROTECTION ORIENTED FUND-3 YRS- DIVIDEND;11.0542;11.0542;11.0542;06-Aug-2009
106269;BIRLA SUN LIFE CAPITAL PROTECTION ORIENTED FUND-3 YRS- GROWTH;11.0542;11.0542;11.0542;06-Aug-2009
111848;Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth;10.2692;10.2179;10.2692;06-Aug-2009
102767;Birla Sun Life Dynamic Bond Fund-Retail Plan-Growth;14.8461;14.7719;14.8461;06-Aug-2009
111521;Birla Sun Life Dynamic Bond Fund-Retail Plan-Monthly Dividend;10.3365;10.2848;10.3365;06-Aug-2009
102766;Birla Sun Life Dynamic Bond Fund-Retail Plan-Quarterly Dividend;11.1269;11.0713;11.1269;06-Aug-2009
102754;Birla Sun Life Fixed Maturity Plan - Annual Series 1-Dividend;10.4458;10.2369;10.4458;06-Aug-2009
102755;Birla Sun Life Fixed Maturity Plan - Annual Series 1-Growth;10.9808;10.7612;10.9808;06-Aug-2009
111780;BIRLA SUN LIFE INCOME FUND (Discipline Advantage Plan);10.0738;9.8220;10.0738;06-Aug-2009
103177;Birla Sun Life Income Fund-Plan A(Dividend);11.4704;11.3557;11.4704;06-Aug-2009
103178;Birla Sun Life Income Fund-Plan B(Growth);32.8106;32.4825;32.8106;06-Aug-2009
103183;Birla Sun Life Income Fund-Plan C(Quarterly Dividend);10.8599;10.7513;10.8599;06-Aug-2009
103179;Birla Sun Life Income Fund-Plan D(54EA Dividend);12.2217;12.0995;12.2217;06-Aug-2009
103180;Birla Sun Life Income Fund-Plan E(54EA Growth);32.7879;32.4600;32.7879;06-Aug-2009
103181;Birla Sun Life Income Fund-PLan F(54EB Dividend);14.4633;14.4633;14.4633;06-Aug-2009
103182;Birla Sun Life Income Fund-Plan G(54EB Growth);32.5814;32.5814;32.5814;06-Aug-2009
111777;Birla Sun Life Income Plus (Discipline Advantage Plan);10.3008;10.0433;10.3008;06-Aug-2009
100037;Birla Sun Life Income Plus (Dividend);11.2809;11.1681;11.2809;06-Aug-2009
100038;Birla Sun Life Income Plus (Growth);40.8433;40.4349;40.8433;06-Aug-2009
111805;Birla Sun Life Medium Term Plan - Institutional - Daily Dividend Plan;10.0000;9.9000;10.0000;06-Aug-2009
111816;Birla Sun Life Medium Term Plan - Institutional - Fortnightly Dividend Plan;10.0379;9.9375;10.0379;06-Aug-2009
111804;Birla Sun Life Medium Term Plan - Institutional - Growth Plan;9.9984;9.8984;9.9984;06-Aug-2009
111813;Birla Sun Life Medium Term Plan - Institutional - Monthly Dividend Plan;10.0007;9.9007;10.0007;06-Aug-2009
111815;Birla Sun Life Medium Term Plan - Institutional - Quarterly Dividend Plan;10.0000;9.9000;10.0000;06-Aug-2009
111811;Birla Sun Life Medium Term Plan - Retail - Fortnightly Dividend Plan;10.0379;9.9375;10.0379;06-Aug-2009
111803;Birla Sun Life Medium Term Plan - Retail - Growth Plan;10.2500;10.1475;10.2500;06-Aug-2009
111812;Birla Sun Life Medium Term Plan - Retail - Monthly Dividend Plan;10.0429;9.9425;10.0429;06-Aug-2009
111814;Birla Sun Life Medium Term Plan - Retail - Quarterly Dividend Plan;10.0085;9.9084;10.0085;06-Aug-2009
111809;Birla Sun Life Medium Term Plan - Retail - Weekly Dividend Plan;10.0088;9.9087;10.0088;06-Aug-2009
100971;Birla Sun Life MIP-Plan A (Dividend);11.1564;11.0448;11.1564;06-Aug-2009
100972;Birla Sun Life MIP-Plan B (Payment);23.5700;23.3343;23.5700;06-Aug-2009
100970;Birla Sun Life MIP-Plan C (Growth);23.5700;23.3343;23.5700;06-Aug-2009
101711;Birla Sun Life MIP II - Saving 5 Plan-Plan A (Dividend);11.3129;11.3129;11.3129;06-Aug-2009
101712;Birla Sun Life MIP II - Saving 5 Plan-Plan B (Growth);15.9802;15.9802;15.9802;06-Aug-2009
101713;Birla Sun Life MIP II - Saving 5 Plan-Plan C (Payment);15.9802;15.9802;15.9802;06-Aug-2009
101816;Birla Sun Life MIP II - Wealth 25 Plan-Plan A (Dividend);11.1241;11.0129;11.1241;06-Aug-2009
101817;Birla Sun Life MIP II - Wealth 25 Plan-Plan B (Growth);15.8783;15.7195;15.8783;06-Aug-2009
101818;Birla Sun Life MIP II - Wealth 25 Plan-Plan C (Payment);15.8783;15.7195;15.8783;06-Aug-2009
103184;Birla Sun Life Monthly Income-Plan A(Dividend);11.0230;10.9128;11.0230;06-Aug-2009
103185;Birla Sun Life Monthly Income-Plan B(Growth);32.2362;31.9138;32.2362;06-Aug-2009
103186;Birla Sun Life Monthly Income-Plan C(Quarterly Dividend);11.5596;11.4440;11.5596;06-Aug-2009
112016;Birla Sun Life Savings Fund - Discipline Advantage Plan;10.0555;10.0555;10.0555;06-Aug-2009
101315;Birla Sun Life Savings Fund-Insititutional Fortnightly Dividend;10.7578;10.7578;10.7578;06-Aug-2009
105889;Birla Sun Life Savings Fund-Insititutional Plan - Monthly  Dividend;10.1852;10.1852;10.1852;06-Aug-2009
105888;Birla Sun Life Savings Fund-Insititutional Plan- Daily Dividend;10.0068;10.0068;10.0068;06-Aug-2009
105887;Birla Sun Life Savings Fund-Insititutional Plan- Weekly Dividend;10.0087;10.0087;10.0087;06-Aug-2009
101317;Birla Sun Life Savings Fund-Institutional Growth;16.9562;16.9562;16.9562;06-Aug-2009
105886;Birla Sun Life Savings Fund-Retail - Monthly Dividend;10.1702;10.1702;10.1702;06-Aug-2009
105881;Birla Sun Life Savings Fund-Retail - Weekly Dividend;10.0078;10.0078;10.0078;06-Aug-2009
109108;Birla Sun Life Savings Fund-Retail Daily Dividend;10.0068;10.0068;10.0068;06-Aug-2009
101318;Birla Sun Life Savings Fund-Retail Fortnightly Dividend;11.1937;11.1937;11.1937;06-Aug-2009
101316;Birla Sun Life Savings Fund-Retail Growth;16.6579;16.6579;16.6579;06-Aug-2009
112015;Birla Sun Life Short Term Fund- Discipline Advantage Plan;10.0589;10.0589;10.0589;06-Aug-2009
108272;Birla Sun Life Short Term Fund- Institutional Plan (Fortnightly Dividend);10.1435;10.1435;10.1435;06-Aug-2009
108273;Birla Sun Life Short Term Fund- Institutional Plan (Growth);10.6267;10.6267;10.6267;06-Aug-2009
108274;Birla Sun Life Short Term Fund- Institutional Plan (Monthly Dividend);10.1121;10.1121;10.1121;06-Aug-2009
110282;Birla Sun Life Short Term Fund- Institutional Plan - Daily Dividend;10.0055;10.0055;10.0055;06-Aug-2009
106157;Birla Sun Life Short Term Fund- Retail Plan (Fortnightly Dividend);10.2394;10.2394;10.2394;06-Aug-2009
110490;Birla Sun Life Short Term Fund- Retail Plan - Daily Dividend;10.0055;10.0055;10.0055;06-Aug-2009
103175;Birla Sun Life Short Term Fund- Retail Plan A(Monthly Dividend);10.6716;10.6716;10.6716;06-Aug-2009
103176;Birla Sun Life Short Term Fund- Retail Plan B(Growth);16.1944;16.1944;16.1944;06-Aug-2009
109216;Birla Sun Life Short Term Oppportunities Fund-Institutional Dividend Plan;10.0318;10.0318;10.0318;06-Aug-2009
109213;Birla Sun Life Short Term Oppportunities Fund-Institutional Growth Plan;10.0463;10.0463;10.0463;06-Aug-2009
101843;Birla Sun Life Short Term Oppportunities Fund-Retail Dividend Plan;10.2134;10.2134;10.2134;06-Aug-2009
101844;Birla Sun Life Short Term Oppportunities Fund-Retail Growth Plan (Plan B);13.7214;13.7214;13.7214;06-Aug-2009
100601;Canara Robeco Cigo-Growth Plan;25.8800;25.8800;25.8800;06-Aug-2009
100600;Canara Robeco Cigo-Income Plan;14.0200;14.0200;14.0200;06-Aug-2009
111964;Canara Robeco Dynamic Bond Fund - Institutional Plan - Dividend;10.1166;10.1166;10.1166;06-Aug-2009
111961;Canara Robeco Dynamic Bond Fund - Institutional Plan - Growth;10.1166;10.1166;10.1166;06-Aug-2009
111963;Canara Robeco Dynamic Bond Fund - Retail Plan - Dividend;10.0972;10.0972;10.0972;06-Aug-2009
111962;Canara Robeco Dynamic Bond Fund - Retail Plan - Growth;10.0972;10.0972;10.0972;06-Aug-2009
101589;Canara Robeco Income-Bonus Plan;15.2385;15.2385;15.2385;06-Aug-2009
101588;Canara Robeco Income-Growth Plan;19.0390;19.0390;19.0390;06-Aug-2009
101587;Canara Robeco Income-Income Plan;14.9984;14.9984;14.9984;06-Aug-2009
110147;Canara Robeco Interval Scheme Series2 (Quarterly Plan2) - Institutional Plan - Dividend Option;10.0889;10.0889;10.0889;06-Aug-2009
110146;Canara Robeco Interval Scheme Series2 (Quarterly Plan2) - Institutional Plan - Growth Option;10.2865;10.2865;10.2865;06-Aug-2009
110148;Canara Robeco Interval Scheme Series2 (Quarterly Plan2) - Retail Plan - Dividend Option;10.0731;10.0731;10.0731;06-Aug-2009
110145;Canara Robeco Interval Scheme Series2 (Quarterly Plan2) - Retail Plan - Growth Option;10.6219;10.6219;10.6219;06-Aug-2009
111879;Canara Robeco Short Term Fund- Institutional Plan - Growth;10.3427;10.3427;10.3427;06-Aug-2009
111880;Canara Robeco Short Term Fund- Institutional Plan - Monthly Dividend;10.1270;10.1270;10.1270;06-Aug-2009
112080;Canara Robeco Short Term Fund- Institutional Plan - Weekly Dividend;10.1210;10.1210;10.1210;06-Aug-2009
111883;Canara Robeco Short Term Fund- Retail Plan - Growth;10.3263;10.3263;10.3263;06-Aug-2009
111882;Canara Robeco Short Term Fund- Retail Plan - Monthly Dividend;10.1260;10.1260;10.1260;06-Aug-2009
112081;Canara Robeco Short Term Fund- Retail Plan - Weekly Dividend;10.1209;10.1209;10.1209;06-Aug-2009
106326;Canara Robeco Treasury Advantage Fund - Institutional Plan- Daily Dividend Reinvestment Option;12.4071;12.4071;12.4071;06-Aug-2009
106330;Canara Robeco Treasury Advantage Fund - Institutional Plan- Growth option;14.7201;14.7201;14.7201;06-Aug-2009
109369;Canara Robeco Treasury Advantage Fund - Institutional Plan- Monthly Div Reinvest;12.4071;12.4071;12.4071;06-Aug-2009
106327;Canara Robeco Treasury Advantage Fund - Institutional Plan- Weekly Dividend Reinvestment option;12.4085;12.4085;12.4085;06-Aug-2009
106325;Canara Robeco Treasury Advantage Fund - Retail Plan- Daily Dividend Reinvestment Option;12.4071;12.4071;12.4071;06-Aug-2009
109360;Canara Robeco Treasury Advantage Fund - Retail Plan- Fortnightly Div Reinvest;12.4085;12.4085;12.4085;06-Aug-2009
106329;Canara Robeco Treasury Advantage Fund - Retail Plan- Growth Option;14.7050;14.7050;14.7050;06-Aug-2009
106324;Canara Robeco Treasury Advantage Fund - Retail Plan- Income option;14.4805;14.4805;14.4805;06-Aug-2009
109361;Canara Robeco Treasury Advantage Fund - Retail Plan- Monthly Div Reinvest;12.4190;12.4190;12.4190;06-Aug-2009
109359;Canara Robeco Treasury Advantage Fund - Retail Plan- Weekly Div Reinvest;12.4085;12.4085;12.4085;06-Aug-2009
109372;Canara Robeco Treasury Advantage Fund - Super Institutional Plan- Daily Div Reinvest;12.4071;12.4071;12.4071;06-Aug-2009
109371;Canara Robeco Treasury Advantage Fund - Super Institutional Plan- Growth;13.4902;13.4902;13.4902;06-Aug-2009
109366;Canara Robeco Treasury Advantage Fund - Super Institutional Plan- Weekly Div Reinvest;12.4071;12.4071;12.4071;06-Aug-2009
100576;DBS Chola Freedom Income -Short Term Fund-Cum- Institutional Plan;14.3890;14.3890;14.3890;06-Aug-2009
105738;DBS Chola Freedom Income -Short Term Fund-Daily Dividend Re-investment Plan;10.1552;10.1552;10.1552;06-Aug-2009
100575;DBS Chola Freedom Income -Short Term Fund-Regular - Cumulative;14.1816;14.1816;14.1816;06-Aug-2009
100574;DBS Chola Freedom Income -Short Term Fund-Regular-Monthly Dividend;11.3069;11.3069;11.3069;06-Aug-2009
105693;DBS Chola Freedom Income -Short Term Fund-Weekly Dividend- Institutional Plan;10.5010;10.5010;10.5010;06-Aug-2009
101192;DBS Chola Freedom Income-STF Regular-Semi Annual Dividend;13.2810;13.2810;13.2810;06-Aug-2009
101958;DBS Chola Liquid Fund - Institutional Plus Weekly Dividend;12.1462;12.1462;12.1462;06-Aug-2009
102019;DBS Chola Monthly Income Plan -Reg.-Quarterly Dividend Plan;11.8298;11.8298;11.8298;06-Aug-2009
102018;DBS Chola Monthly Income Plan -Regular - Cumulative Plan;17.9873;17.9873;17.9873;06-Aug-2009
101895;DBS Chola Monthly Income Plan-Regular-Monthly Dividend Plan;11.7150;11.7150;11.7150;06-Aug-2009
103137;DBS Chola Short Term Floating Rate Fund-Cumulative;13.0161;13.0161;13.0161;06-Aug-2009
103134;DBS Chola Short Term Floating Rate Fund-Dividend-Daily;10.3650;10.3650;10.3650;06-Aug-2009
103136;DBS Chola Short Term Floating Rate Fund-Dividend-Monthly;10.4048;10.4048;10.4048;06-Aug-2009
103135;DBS Chola Short Term Floating Rate Fund-Dividend-Weekly;10.6158;10.6158;10.6158;06-Aug-2009
100567;DBS Chola Triple Ace-Regular - Quarterly Dividend;11.2303;11.2303;11.2303;06-Aug-2009
100563;DBS Chola Triple Ace-Regular -Cumulative;24.2657;24.2657;24.2657;06-Aug-2009
100573;DBS Chola Triple Ace-Regular Bonus;13.4965;13.4965;13.4965;06-Aug-2009
100569;DBS Chola Triple Ace-Semi Annual Dividend;10.2976;10.2976;10.2976;06-Aug-2009
101784;DBS CholaFreedom Income-STF-Institutional Monthly Dividend;12.7148;12.7148;12.7148;06-Aug-2009
108195;DWS CASH OPPORTUNITIES FUND 15DAY PLAN-  DAILY DIV;10.0271;10.0271;10.0271;06-Aug-2009
106035;DWS CASH OPPORTUNITIES FUND 15DAY PLAN-  WEEKLY DIV;10.1076;10.0874;10.1076;06-Aug-2009
105974;DWS CASH OPPORTUNITIES FUND 15DAY PLAN- DIV;10.2440;10.2235;10.2440;06-Aug-2009
106036;DWS CASH OPPORTUNITIES FUND 15DAY PLAN- FORTNIGHTLY DIV;10.1468;10.1265;10.1468;06-Aug-2009
105973;DWS CASH OPPORTUNITIES FUND 15DAY PLAN- GR;11.9689;11.9450;11.9689;06-Aug-2009
108244;DWS CASH OPPORTUNITIES FUND 30DAY PLAN -Daily;10.0243;10.0243;10.0243;06-Aug-2009
107382;DWS CASH OPPORTUNITIES FUND 30DAY PLAN -DIV;10.2745;10.2488;10.2745;06-Aug-2009
108245;DWS CASH OPPORTUNITIES FUND 30DAY PLAN -Fortnightly;10.0955;10.0955;10.0955;06-Aug-2009
107380;DWS CASH OPPORTUNITIES FUND 30DAY PLAN -GR;11.4297;11.4011;11.4297;06-Aug-2009
108243;DWS CASH OPPORTUNITIES FUND 30DAY PLAN -Weekly;10.0817;10.0817;10.0817;06-Aug-2009
111723;DWS Premier Bond Fund - Auto Sweep Plan;10.3039;10.3039;10.3039;06-Aug-2009
101732;DWS Premier Bond Fund - Regular Plan-/-Growth Plan;14.9431;14.9431;14.9431;06-Aug-2009
101731;DWS Premier Bond Fund - Regular Plan-Dividend(payout / reinvestment)-Annual;12.4474;12.3852;12.4474;06-Aug-2009
101730;DWS Premier Bond Fund - Regular Plan-Dividend(payout / reinvestment)-Monthly;12.0738;12.0134;12.0738;06-Aug-2009
101729;DWS Premier Bond Fund - Regular Plan-Dividend(payout / reinvestment)-Quarterly;11.4114;11.3543;11.4114;06-Aug-2009
111554;DWS PREMIER BOND FUND INST PLAN GROWTH;10.3292;10.3292;10.3292;06-Aug-2009
111552;DWS PREMIER BOND FUND INST PLAN( PAYOUT/REINVESTMENT)-MONTLY;10.0354;10.0354;10.0354;06-Aug-2009
111557;DWS Short Maturity Fund -inst div monthly;10.1832;10.1832;10.1832;06-Aug-2009
111556;DWS Short Maturity Fund -Inst gr;10.6605;10.6605;10.6605;06-Aug-2009
111558;DWS Short Maturity Fund- Inst div weekly;10.4301;10.4301;10.4301;06-Aug-2009
111872;DWS Short Maturity Fund-Auto Sweep Weekkly Dividend;10.0951;10.0951;10.0951;06-Aug-2009
101625;DWS Short Maturity Fund-Dividend-Monthly;11.3860;11.3860;11.3860;06-Aug-2009
101626;DWS Short Maturity Fund-Dividend-WEEKLY DIVIDEND;10.2522;10.2522;10.2522;06-Aug-2009
101627;DWS Short Maturity Fund-Growth Plan-GROWTH;16.0122;16.0122;16.0122;06-Aug-2009
102195;DWS Twin Advantage Fund - Annual Dividend option;11.6200;11.6200;11.6200;06-Aug-2009
102193;DWS Twin Advantage Fund - Monthly Dividend option;10.7389;10.7389;10.7389;06-Aug-2009
102194;DWS Twin Advantage Fund - Quarterly  Dividend option;10.6812;10.6812;10.6812;06-Aug-2009
102196;DWS Twin Advantage Fund-   Growth Option;15.1265;15.1265;15.1265;06-Aug-2009
110072;DWS Ultra Short Term Fund Reg pl- Bonus Option;10.6364;10.6364;10.6364;06-Aug-2009
111870;DWS Ultra Short Term Fund Reg-AUTO SWEEP DAILY DIVIDEND;10.0213;10.0213;10.0213;06-Aug-2009
107821;DWS Ultra Short Term Fund- Dividend plan - dialy Dividend;10.0215;10.0215;10.0215;06-Aug-2009
107823;DWS Ultra Short Term Fund- Dividend Plan - Monthly Dividend;10.5693;10.5693;10.5693;06-Aug-2009
107822;DWS Ultra Short Term Fund- Dividend Plan - Weekly Dividend;10.5080;10.5080;10.5080;06-Aug-2009
109301;DWS Ultra Short Term Fund- Inst Plan - Daily Dividend;10.0179;10.0179;10.0179;06-Aug-2009
109302;DWS Ultra Short Term Fund- Inst Plan - Growth;10.5097;10.5097;10.5097;06-Aug-2009
109303;DWS Ultra Short Term Fund- Inst Plan - Monthly Dividend;10.0207;10.0207;10.0207;06-Aug-2009
109300;DWS Ultra Short Term Fund- Inst Plan - Weekly Dividend;10.0843;10.0843;10.0843;06-Aug-2009
107820;DWS Ultra Short Term Fund-Growth plan;14.5697;14.5697;14.5697;06-Aug-2009
100077;DSP BlackRock Bond Fund - Retail Plan-Dividend;10.7763;10.6685;10.7763;06-Aug-2009
100078;DSP BlackRock Bond Fund - Retail Plan-Growth;29.6708;29.3741;29.6708;06-Aug-2009
100079;DSP BlackRock Bond Fund - Retail Plan-Monthly Dividend;10.9657;10.8560;10.9657;06-Aug-2009
104143;DSP BlackRock Money Manager Fund - Institutional Plan - Daily Dividend Reinvest;1000.8000;1000.8000;1000.8000;06-Aug-2009
104142;DSP BlackRock Money Manager Fund - Institutional Plan - Growth;1254.2406;1254.2406;1254.2406;06-Aug-2009
104141;DSP BlackRock Money Manager Fund - Institutional Plan - Weekly Dividend;1000.8000;1000.8000;1000.8000;06-Aug-2009
104140;DSP BlackRock Money Manager Fund - Regular Plan - Daily Dividend Reinvest;1000.8000;1000.8000;1000.8000;06-Aug-2009
104138;DSP BlackRock Money Manager Fund - Regular Plan - Growth;1240.3647;1240.3647;1240.3647;06-Aug-2009
104139;DSP BlackRock Money Manager Fund - Regular Plan - Weekly Dividend Reinvest;1000.8000;1000.8000;1000.8000;06-Aug-2009
102448;DSP BlackRock Savings Manager Fund - Aggressive - Growth;17.2897;17.1168;17.2897;06-Aug-2009
102450;DSP BlackRock Savings Manager Fund - Aggressive - Monthly Dividend;11.1105;10.9994;11.1105;06-Aug-2009
102451;DSP BlackRock Savings Manager Fund - Aggressive - Quarterly Dividend;11.7353;11.6179;11.7353;06-Aug-2009
102445;DSP BlackRock Savings Manager Fund - Conservative - Growth;13.6257;13.4894;13.6257;06-Aug-2009
102446;DSP BlackRock Savings Manager Fund - Conservative - Monthly Dividend;10.5406;10.4352;10.5406;06-Aug-2009
102447;DSP BlackRock Savings Manager Fund - Conservative - Quarterly Dividend;10.7776;10.6698;10.7776;06-Aug-2009
101742;DSP BlackRock Savings Manager Fund - Moderate-Growth;18.1312;17.9499;18.1312;06-Aug-2009
101743;DSP BlackRock Savings Manager Fund - Moderate-Monthly Dividend;11.3506;11.2371;11.3506;06-Aug-2009
101744;DSP BlackRock Savings Manager Fund - Moderate-Quarterly Dividend;11.7973;11.6793;11.7973;06-Aug-2009
101305;DSP BlackRock Short Term Fund-Dividend;10.7980;10.7980;10.7980;06-Aug-2009
101304;DSP BlackRock Short Term Fund-Growth;15.2821;15.2821;15.2821;06-Aug-2009
101306;DSP BlackRock Short Term Fund-Monthly Dividend;10.6819;10.6819;10.6819;06-Aug-2009
101303;DSP BlackRock Short Term Fund-Weekly Dividend;10.1758;10.1758;10.1758;06-Aug-2009
111786;DSP BlackRock Strategic Bond Fund - Institutional Plan - Daily Dividend;1002.1450;1002.1450;1002.1450;06-Aug-2009
105668;DSP BlackRock Strategic Bond Fund - Institutional Plan - Dividend;1012.3715;1012.3715;1012.3715;06-Aug-2009
105669;DSP BlackRock Strategic Bond Fund - Institutional Plan - Growth;1043.9128;1043.9128;1043.9128;06-Aug-2009
105667;DSP BlackRock Strategic Bond Fund - Institutional Plan - Monthly Dividend;1017.1747;1017.1747;1017.1747;06-Aug-2009
105878;DSP BlackRock Strategic Bond Fund - Institutional Plan - Weekly Dividend;1003.1000;1003.1000;1003.1000;06-Aug-2009
111785;DSP BlackRock Strategic Bond Fund - Regular Plan - Daily Dividend;1001.5000;1001.5000;1001.5000;06-Aug-2009
105665;DSP BlackRock Strategic Bond Fund - Regular Plan - Dividend;1031.4741;1031.4741;1031.4741;06-Aug-2009
105666;DSP BlackRock Strategic Bond Fund - Regular Plan - Growth;1153.5480;1153.5480;1153.5480;06-Aug-2009
105664;DSP BlackRock Strategic Bond Fund - Regular Plan - Monthly Dividend;1015.8128;1015.8128;1015.8128;06-Aug-2009
105877;DSP BlackRock Strategic Bond Fund - Regular Plan - Weekly Dividend;1003.1000;1003.1000;1003.1000;06-Aug-2009
