Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date
100961;Principal Income Fund-Dividend Plan-Institutional – Quarterly;11.9550;11.9550;11.9550;06-Aug-2009
100958;Principal Income Fund-Dividend Plan-Quaterly;11.0871;10.9762;11.0871;06-Aug-2009
100962;Principal Income Fund-Growth Plan-growth;12.8112;12.6831;12.8112;06-Aug-2009
100963;Principal Income Fund-Growth Plan-Institutional – Growth;15.2990;15.2990;15.2990;06-Aug-2009
101498;Principal Monthly Income Plan-Growth;19.7239;19.5267;19.7239;06-Aug-2009
101499;Principal Monthly Income Plan-Monthly Dividend;11.2561;11.1435;11.2561;06-Aug-2009
101500;Principal Monthly Income Plan-Quaterly Dividend;11.9460;11.8265;11.9460;06-Aug-2009
102169;Principal Monthly Income Plan - Plus-Dividend - Monthly;11.6631;11.5465;11.6631;06-Aug-2009
102170;Principal Monthly Income Plan - Plus-Dividend - Quarterly;12.3256;12.2023;12.3256;06-Aug-2009
102171;Principal Monthly Income Plan - Plus-Growth;17.0071;16.8370;17.0071;06-Aug-2009
101462;Principal Short Term Plan-Dividend;10.8378;10.8107;10.8378;06-Aug-2009
101463;Principal Short Term Plan-Growth;16.6329;16.5913;16.6329;06-Aug-2009
101466;Principal Short Term Plan-Institutional – Dividend Plan;11.7847;11.7847;11.7847;06-Aug-2009
101465;Principal Short Term Plan-Institutional – Growth Plan;15.5392;15.5392;15.5392;06-Aug-2009
101467;Principal Short Term Plan-Institutional – Weekly Dividend Plan;10.8115;10.8115;10.8115;06-Aug-2009
106899;Principal Ultra Short Term Fund -Reg plan -Div Option-daily;10.0200;10.0200;10.0200;06-Aug-2009
106892;Principal Ultra Short Term Fund -Reg plan -Div Option-monthly;10.5805;10.5805;10.5805;06-Aug-2009
106898;Principal Ultra Short Term Fund -Reg plan -Div Option-weekly;10.0200;10.0200;10.0200;06-Aug-2009
106891;Principal Ultra Short Term Fund -Reg plan -Growth Option;11.5023;11.5023;11.5023;06-Aug-2009
100386;Reliance Income Fund-Retail Plan - Annual Dividend Plan;12.6577;12.5944;12.6577;06-Aug-2009
100388;Reliance Income Fund-Retail Plan - Growth Plan Bonus Option;14.2147;14.1436;14.2147;06-Aug-2009
100387;Reliance Income Fund-Retail Plan - Growth Plan Growth Option;30.1590;30.0082;30.1590;06-Aug-2009
100385;Reliance Income Fund-Retail Plan - Half Yearly Dividend Plan;12.3194;12.2578;12.3194;06-Aug-2009
100383;Reliance Income Fund-Retail Plan - Monthly Dividend Plan;10.2233;10.1722;10.2233;06-Aug-2009
100384;Reliance Income Fund-Retail Plan - Quarterly Dividend Plan;13.0227;12.9576;13.0227;06-Aug-2009
105663;Reliance Interval Fund Annual Interval Fund Series-I-Institutional Plan Growth Option;12.2830;12.2830;12.2830;06-Aug-2009
105660;Reliance Interval Fund Annual Interval Fund Series-I-Institutional Plan-Dividend Option;12.2830;12.2830;12.2830;06-Aug-2009
105661;Reliance Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option;12.1707;12.1707;12.1707;06-Aug-2009
105662;Reliance Interval Fund Annual Interval Fund Series-I-Retail Plan-Dividend Option;10.1095;10.1095;10.1095;06-Aug-2009
105232;Reliance Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option;10.0289;10.0289;10.0289;06-Aug-2009
105231;Reliance Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Growth Option;12.1253;12.1253;12.1253;06-Aug-2009
105229;Reliance Interval Fund-Monthly Interval Fund-Series-I-Retail Plan Growth Option;12.1253;12.1253;12.1253;06-Aug-2009
105230;Reliance Interval Fund-Monthly Interval Fund-Series-I-Retail Plan-Dividend Option;10.0356;10.0356;10.0356;06-Aug-2009
105402;Reliance Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option;10.0122;10.0122;10.0122;06-Aug-2009
105399;Reliance Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Growth Option;12.1228;12.1228;12.1228;06-Aug-2009
105400;Reliance Interval Fund-Monthly Interval Fund-Series-II-Retail Plan Growth Option;12.1228;12.1228;12.1228;06-Aug-2009
105401;Reliance Interval Fund-Monthly Interval Fund-Series-II-Retail Plan-Dividend Option;10.0144;10.0144;10.0144;06-Aug-2009
105691;Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option;10.0000;10.0000;10.0000;06-Aug-2009
105690;Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan Growth Option;12.1393;12.1393;12.1393;06-Aug-2009
105689;Reliance Interval Fund-Quarterly Interval Fund Serie-II-Retail Plan Growth Option;12.0991;12.0991;12.0991;06-Aug-2009
105692;Reliance Interval Fund-Quarterly Interval Fund Serie-II-Retail Plan-Dividend Option;10.0000;10.0000;10.0000;06-Aug-2009
105436;Reliance Interval Fund-Quarterly Interval Fund-Series-I-Institutional Plan-Dividend Option;10.0347;10.0347;10.0347;06-Aug-2009
105435;Reliance Interval Fund-Quarterly Interval Fund-Series-I-Institutional Plan-Growth Option;12.2807;12.2807;12.2807;06-Aug-2009
105433;Reliance Interval Fund-Quarterly Interval Fund-Series-I-Retail Plan Growth Option;12.2807;12.2807;12.2807;06-Aug-2009
105434;Reliance Interval Fund-Quarterly Interval Fund-Series-I-Retail Plan-Dividend Option;10.0402;10.0402;10.0402;06-Aug-2009
105883;Reliance Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Dividend Option;10.0774;10.0774;10.0774;06-Aug-2009
105882;Reliance Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option;12.0171;12.0171;12.0171;06-Aug-2009
105885;Reliance Interval Fund-Quarterly Interval Fund-Series-III-Retail Plan Dividend Option;10.0799;10.0799;10.0799;06-Aug-2009
105884;Reliance Interval Fund-Quarterly Interval Fund-Series-III-Retail Plan Growth Option;12.0171;12.0171;12.0171;06-Aug-2009
109472;Reliance Medium Term Fund- Daily Dividend Plan;17.0955;17.0955;17.0955;06-Aug-2009
109473;Reliance Medium Term Fund- Weekly Dividend Plan;17.0999;17.0999;17.0999;06-Aug-2009
100859;Reliance Medium Term Fund-Retail Plan - Growth Plan Bonus Option;13.2262;13.2262;13.2262;06-Aug-2009
100856;Reliance Medium Term Fund-Retail Plan - Growth Plan Growth Option;18.5193;18.5193;18.5193;06-Aug-2009
100857;Reliance Medium Term Fund-Retail Plan - Monthly Dividend Plan;10.3910;10.3910;10.3910;06-Aug-2009
100858;Reliance Medium Term Fund-Retail Plan - Quarterly Dividend Plan;10.7737;10.7737;10.7737;06-Aug-2009
111753;Reliance Money Manager Fund-Institutional Plan Growth Option;1217.2855;1217.2855;1217.2855;06-Aug-2009
111747;Reliance Money Manager Fund-Institutional Plan-Daily Dividend Option;1001.1364;1001.1364;1001.1364;06-Aug-2009
111749;Reliance Money Manager Fund-Institutional Plan-Monthly Dividend Option;1008.3407;1008.3407;1008.3407;06-Aug-2009
111750;Reliance Money Manager Fund-Institutional Plan-Quarterly Dividend Option;1217.2855;1217.2855;1217.2855;06-Aug-2009
111754;Reliance Money Manager Fund-Institutional Plan-Weekly Dividend Option;1002.0304;1002.0304;1002.0304;06-Aug-2009
111743;Reliance Money Manager Fund-Retail Plan Bonus Option;1201.6037;1201.6037;1201.6037;06-Aug-2009
111748;Reliance Money Manager Fund-Retail Plan Growth Option;1209.5411;1209.5411;1209.5411;06-Aug-2009
111744;Reliance Money Manager Fund-Retail Plan-Daily Dividend Option;1000.8857;1000.8857;1000.8857;06-Aug-2009
111751;Reliance Money Manager Fund-Retail Plan-Monthly Dividend Option;1009.5912;1009.5912;1009.5912;06-Aug-2009
111752;Reliance Money Manager Fund-Retail Plan-Quarterly Dividend Option;1028.8830;1028.8830;1028.8830;06-Aug-2009
111745;Reliance Money Manager Fund-Retail Plan-Weekly Dividend option;1003.5162;1003.5162;1003.5162;06-Aug-2009
102172;Reliance Monthly Income Plan-Growth Plan;18.4363;18.2980;18.4363;06-Aug-2009
102173;Reliance Monthly Income Plan-Monthly Dividend Plan;11.2832;11.1986;11.2832;06-Aug-2009
102174;Reliance Monthly Income Plan-Quarterly Diviend Plan;11.7322;11.6442;11.7322;06-Aug-2009
102851;Reliance NRI Income Fund-Dividend Plan-Dividend Option;11.8863;11.8269;11.8863;06-Aug-2009
102849;Reliance NRI Income Fund-Growth Plan-Growth Option;11.8863;11.8269;11.8863;06-Aug-2009
101667;Reliance Short Term Fund-Dividend Re-investment Plan;10.6185;10.6185;10.6185;06-Aug-2009
101665;Reliance Short Term Fund-Growth Plan;16.8039;16.8039;16.8039;06-Aug-2009
101669;Reliance Short Term Fund-Quarterly Dividend Plan;13.4432;13.4432;13.4432;06-Aug-2009
106173;Religare Active Income Fund - Institutional - Growth;9.6075;9.6075;9.6075;06-Aug-2009
106174;Religare Active Income Fund - Institutional - MonthlyDividend;9.6699;9.6699;9.6699;06-Aug-2009
106179;Religare Active Income Fund - Regular - AnnualDividend;9.9580;9.9580;9.9580;06-Aug-2009
106177;Religare Active Income Fund - Regular - Growth;10.7735;10.7735;10.7735;06-Aug-2009
106171;Religare Active Income Fund - Regular - MonthlyDividend;10.4125;10.4125;10.4125;06-Aug-2009
106172;Religare Active Income Fund - Regular - QuarterlyDividend;10.4726;10.4726;10.4726;06-Aug-2009
109562;Religare Half Yearly Interval Fund - Plan A - Regular Dividend;10.0390;10.0390;10.0390;06-Aug-2009
109565;Religare Half Yearly Interval Fund - Plan A - Regular Growth;10.5835;10.5835;10.5835;06-Aug-2009
105186;Religare Short Term Plan - Institutional - Daily Dividend;10.0547;10.0396;10.0547;06-Aug-2009
105189;Religare Short Term Plan - Institutional - Growth;12.2149;12.1966;12.2149;06-Aug-2009
105187;Religare Short Term Plan - Institutional - Monthly Dividend;10.1639;10.1487;10.1639;06-Aug-2009
105192;Religare Short Term Plan - Institutional - Weekly Dividend;10.1590;10.1438;10.1590;06-Aug-2009
105185;Religare Short Term Plan - Regular - Growth;12.1391;12.1088;12.1391;06-Aug-2009
105191;Religare Short Term Plan - Regular - Monthly Dividend;10.1611;10.1357;10.1611;06-Aug-2009
105190;Religare Short Term Plan - Regular - Weekly Dividend;10.1561;10.1307;10.1561;06-Aug-2009
104726;Religare Ultra Short Term Fund - Institutional - Growth;12.2879;12.2879;12.2879;06-Aug-2009
104729;Religare Ultra Short Term Fund - Institutional - Monthly Dividend;10.0232;10.0232;10.0232;06-Aug-2009
104725;Religare Ultra Short Term Fund - Institutional - Weekly Dividend;10.0204;10.0204;10.0204;06-Aug-2009
105025;Religare Ultra Short Term Fund - Institutional Daily Dividend;10.0157;10.0157;10.0157;06-Aug-2009
104724;Religare Ultra Short Term Fund - Regular - Bonus;11.7100;11.7100;11.7100;06-Aug-2009
104728;Religare Ultra Short Term Fund - Regular - Growth;12.1399;12.1399;12.1399;06-Aug-2009
104723;Religare Ultra Short Term Fund - Regular - Monthly Dividend;10.0218;10.0218;10.0218;06-Aug-2009
104722;Religare Ultra Short Term Fund - Regular - Weekly Dividend;10.0194;10.0194;10.0194;06-Aug-2009
105024;Religare Ultra Short Term Fund - Regular Daily Dividend;10.0152;10.0152;10.0152;06-Aug-2009
107234;Sahara Classic Fund- Dividend Option;12.3121;12.3121;12.4352;06-Aug-2009
107233;Sahara Classic Fund- Growth Option;12.3125;12.3125;12.4356;06-Aug-2009
101403;Sahara Income Fund-Dividend;14.0464;14.0464;14.0464;06-Aug-2009
101404;Sahara Income Fund-Growth;17.0555;17.0555;17.0555;06-Aug-2009
110261;SAHARA INTERVAL FUND QUARTERLY PLAN-SERIES 1 DIVIDEND;10.8139;10.8139;10.8139;06-Aug-2009
110260;SAHARA INTERVAL FUND QUARTERLY PLAN-SERIES 1 GROWTH;10.8139;10.8139;10.8139;06-Aug-2009
111781;SAHARA SHORT TERM BOND FUND- DIVIDEND REINVESTMENT;10.2592;10.2592;10.2592;06-Aug-2009
111782;SAHARA SHORT TERM BOND FUND-GROWTH;10.2591;10.2591;10.2591;06-Aug-2009
100640;SBI Magnum Income Fund-Bonus;13.1355;13.0041;13.1355;06-Aug-2009
100638;SBI Magnum Income Fund-Dividend;10.4199;10.3157;10.4199;06-Aug-2009
100639;SBI Magnum Income Fund-Growth;21.6855;21.4686;21.6855;06-Aug-2009
102054;SBI Magnum Income Plus Fund - Investment Plan (D);10.9228;10.8136;10.9228;06-Aug-2009
102053;SBI Magnum Income Plus Fund - Investment Plan (G);14.9895;14.8396;14.9895;06-Aug-2009
102056;SBI Magnum Income Plus Fund - Savings Plan (D);10.2131;10.1110;10.2131;06-Aug-2009
102055;SBI Magnum Income Plus Fund - Savings Plan (G);10.5557;10.4501;10.5557;06-Aug-2009
100929;SBI Magnum Monthly Income Plan-Dividend-Annually;10.9627;10.9079;10.9627;06-Aug-2009
100927;SBI Magnum Monthly Income Plan-Dividend-Monthly;10.4603;10.4080;10.4603;06-Aug-2009
100928;SBI Magnum Monthly Income Plan-Dividend-Quaterly;10.1948;10.1438;10.1948;06-Aug-2009
100968;SBI Magnum Monthly Income Plan - Growth;18.1231;18.0325;18.1231;06-Aug-2009
103409;SBI Magnum Monthly Income Plan-Floater-Dividend-(Annual);10.9460;10.9460;10.9460;06-Aug-2009
103400;SBI Magnum Monthly Income Plan-Floater-Dividend-(Monthly);10.2171;10.2171;10.2171;06-Aug-2009
103401;SBI Magnum Monthly Income Plan-Floater-Dividend-(Quarterly);10.1999;10.1999;10.1999;06-Aug-2009
103408;SBI Magnum Monthly Income Plan-Floater-Growth;11.7897;11.7897;11.7897;06-Aug-2009
102202;SBI MAGNUM NRI - SHORT TERM BOND PLAN-DIVIDEND;10.6375;10.6375;10.6375;06-Aug-2009
102201;SBI MAGNUM NRI - SHORT TERM BOND PLAN-GROWTH;10.9350;10.9350;10.9350;06-Aug-2009
102206;SBI MAGNUM NRI LONG TERM BOND PLAN-DIVIDEND;10.0052;9.9552;10.0052;06-Aug-2009
102205;SBI MAGNUM NRI LONG TERM BOND PLAN-GROWTH;10.5926;10.5396;10.5926;06-Aug-2009
106221;SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Dividend;10.0054;10.0054;10.0054;06-Aug-2009
106223;SBI Short Horizon Debt Fund -Ultra Short Term Fund - Institutional Plan - Fortnightly Dividend;N.A.;N.A.;N.A.;06-Aug-2009
106217;SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth;11.6563;11.6563;11.6563;06-Aug-2009
106224;SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Monthly Dividend;10.2721;10.2721;10.2721;06-Aug-2009
106222;SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Dividend;10.0804;10.0804;10.0804;06-Aug-2009
106213;SBI Short Horizon Debt Fund - Ultra Short Term Fund - Retail Plan - Daily Dividend;10.0054;10.0054;10.0054;06-Aug-2009
106215;SBI Short Horizon Debt Fund - Ultra Short Term Fund - Retail Plan - Fortnightly Dividend;10.0613;10.0613;10.0613;06-Aug-2009
106212;SBI Short Horizon Debt Fund - Ultra Short Term Fund - Retail Plan - Growth;11.5470;11.5470;11.5470;06-Aug-2009
106216;SBI Short Horizon Debt  Fund - Ultra Short Term Fund - Retail Plan - Monthly Dividend;10.2218;10.2218;10.2218;06-Aug-2009
106214;SBI Short Horizon Debt Fund - Ultra Short Term Fund - Retail Plan - Weekly Dividend;10.0783;10.0783;10.0783;06-Aug-2009
106234;SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND INSTITUTIONAL  DIVIDEND FORTNIGHTLY;N.A.;N.A.;N.A.;06-Aug-2009
106233;SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND INSTITUTIONAL  DIVIDEND MONTHLY;10.7702;10.7702;10.7702;06-Aug-2009
106232;SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND INSTITUTIONAL  DIVIDEND WEEKLY;10.0746;10.0746;10.0746;06-Aug-2009
106231;SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND INSTTUTIONAL  GROWTH;10.2871;10.2871;10.2871;06-Aug-2009
106230;SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND RETAIL DIVIDEND FORTNIGHTLY;10.4901;10.4901;10.4901;06-Aug-2009
106229;SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND RETAIL DIVIDEND MONTHLY;10.4284;10.3763;10.4284;06-Aug-2009
106227;SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND RETAIL GROWTH;11.7390;11.6803;11.7390;06-Aug-2009
106228;SBI SHORT HORIZON FUND-SHORT TERM FUND RETAIL DIVIDEND WEEKLY;10.4302;10.3780;10.4302;06-Aug-2009
101545;Sundaram BNP Paribas Income Plus-Appreciation;14.4636;14.4636;14.4636;06-Aug-2009
101544;Sundaram BNP Paribas Income Plus-Dividend;11.7435;11.7435;11.7435;06-Aug-2009
102176;Sundaram  BNP Paribas Monthly Income Plan-Quarterly-Dividend;10.5558;10.5558;10.5558;06-Aug-2009
102178;Sundaram BNP Paribas  Monthly Income Plan-Growth;14.2585;14.2585;14.2585;06-Aug-2009
102177;Sundaram BNP Paribas  Monthly Income Plan-Half-yearly Dividend;10.6132;10.6132;10.6132;06-Aug-2009
102175;Sundaram BNP Paribas  Monthly Income Plan-Monthly Dividend;10.4966;10.4966;10.4966;06-Aug-2009
106553;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A INST  DIVIDEND;0.0000;0.0000;0.0000;06-Aug-2009
106555;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A INST  GROWTH;0.0000;0.0000;0.0000;06-Aug-2009
106556;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A REGULAR DIVIDEND;10.0409;10.0409;0.0000;06-Aug-2009
106554;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A REGULAR GROWTH;11.6136;11.6136;0.0000;06-Aug-2009
106701;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN B INST DIVIDEND;0.0000;0.0000;0.0000;06-Aug-2009
106703;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN B INST GROWTH;0.0000;0.0000;0.0000;06-Aug-2009
106700;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN B REGULAR  DIVIDEND;10.0322;10.0322;0.0000;06-Aug-2009
106702;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN B REGULAR  GROWTH;11.7772;11.7772;0.0000;06-Aug-2009
105550;Sundaram BNP Paribas  Ultra Short Term  Regular fortnightly   Dividend;10.3372;10.3372;0.0000;06-Aug-2009
105554;Sundaram BNP Paribas Ultra Short Term  Inst Daily Dividend;10.0370;10.0370;0.0000;06-Aug-2009
105560;Sundaram BNP Paribas Ultra Short Term  Inst Fortnightly  Dividend;0.0000;0.0000;0.0000;06-Aug-2009
105562;Sundaram BNP Paribas Ultra Short Term  Inst Growth;11.9751;11.9751;0.0000;06-Aug-2009
105561;Sundaram BNP Paribas Ultra Short Term  Inst Monthly  Dividend;10.3374;10.3374;0.0000;06-Aug-2009
105555;Sundaram BNP Paribas Ultra short Term  Inst Qtrly   Dividend;10.7474;10.7474;0.0000;06-Aug-2009
105559;Sundaram BNP Paribas Ultra Short Term  Inst Weekly  Dividend;10.5243;10.5243;0.0000;06-Aug-2009
105553;Sundaram BNP Paribas Ultra Short Term  Regular Daily Dividend;10.0370;10.0370;0.0000;06-Aug-2009
105564;Sundaram BNP Paribas Ultra Short Term  Regular Growth;11.9064;11.9064;0.0000;06-Aug-2009
105565;Sundaram BNP Paribas Ultra Short Term  Super Inst Daily Dividend;10.0370;10.0370;0.0000;06-Aug-2009
105557;Sundaram BNP Paribas Ultra Short Term  Super Inst Fortnightly Dividend;0.0000;0.0000;0.0000;06-Aug-2009
105563;Sundaram BNP Paribas Ultra Short Term  Super Inst Growth;12.0556;12.0556;0.0000;06-Aug-2009
105566;Sundaram BNP Paribas Ultra Short Term  Super Inst Monthly Dividend;0.0000;0.0000;0.0000;06-Aug-2009
105558;Sundaram BNP Paribas Ultra Short Term  Super Inst Qtrly Dividend;0.0000;0.0000;0.0000;06-Aug-2009
105556;Sundaram BNP Paribas Ultra Short Term  Super Inst Weekly Dividend;10.5057;10.5057;0.0000;06-Aug-2009
105552;Sundaram BNP Paribas Ultra Short Term Regular Quarterly    Dividend;10.7444;10.7444;0.0000;06-Aug-2009
105549;Sundaram BNP Paribas Ultra Short Term Regular Weekly  Dividend;10.5095;10.5095;0.0000;06-Aug-2009
105551;Sundaram BNP ParibasUltra Short Term  Regular Monthly    Dividend;10.2924;10.2924;0.0000;06-Aug-2009
100610;Sundaram BNP Paribas  Bond Saver-Annual Dividend;10.3358;10.3358;10.3358;06-Aug-2009
100604;Sundaram BNP Paribas Bond Saver-Bonus Option;14.1439;14.1439;14.1439;06-Aug-2009
100603;Sundaram BNP Paribas Bond Saver-Growth;26.8429;26.8429;26.8429;06-Aug-2009
100609;Sundaram BNP Paribas Bond Saver-Half-Yearly Dividend;10.5346;10.5346;10.5346;06-Aug-2009
100611;Sundaram BNP Paribas Bond Saver-Institutional Plan - Bonus Option;14.0419;14.0419;14.0419;06-Aug-2009
100607;Sundaram BNP Paribas Bond Saver-Institutional Plan(Annual Dividend);0.0000;0.0000;0.0000;06-Aug-2009
100608;Sundaram BNP Paribas Bond Saver-Institutional Plan(Growth);26.9920;26.9920;26.9920;06-Aug-2009
100606;Sundaram BNP Paribas Bond Saver-Institutional Plan(Half-Yearly Dividend);0.0000;0.0000;0.0000;06-Aug-2009
100605;Sundaram BNP Paribas Bond Saver-Institutional Plan(Qtrly Dividend);10.2785;10.2785;10.2785;06-Aug-2009
100602;Sundaram BNP Paribas Bond Saver-Qtrly Dividend;10.2677;10.2677;10.2677;06-Aug-2009
101572;Sundaram BNP Paribas  Select  Debt-Dynamic Asset Plan-Half-yearly Dividend;0.0000;0.0000;0.0000;06-Aug-2009
101571;Sundaram BNP Paribas  Select  Debt-Dynamic Asset Plan-Quarterly Dividend;0.0000;0.0000;0.0000;06-Aug-2009
101573;Sundaram BNP Paribas Select  Debt-Dynamic Asset Plan-Annual Divided;0.0000;0.0000;0.0000;06-Aug-2009
101574;Sundaram BNP Paribas Select  Debt-Dynamic Asset Plan-Appreciation;0.0000;0.0000;0.0000;06-Aug-2009
101562;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Annual Div;10.9581;10.9581;10.9581;06-Aug-2009
101563;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Appreciation Option;15.0339;15.0339;15.0339;06-Aug-2009
101565;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Fortnighty Dividend Reinvst;11.0059;11.0059;11.0059;06-Aug-2009
101561;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Half-Yearly Div;10.9471;10.9471;10.9471;06-Aug-2009
101566;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Monthly Dividend Reinvst;10.7408;10.7408;10.7408;06-Aug-2009
101560;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Quarterly Div;11.2949;11.2949;11.2949;06-Aug-2009
101564;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Weekly Dividend Reinvst;11.1857;11.1857;11.1857;06-Aug-2009
101224;Tata Dynamic Bond Fund A - Dividend;10.3648;10.3130;10.3648;06-Aug-2009
101909;Tata Dynamic Bond Fund A - Growth;13.8184;13.7493;13.8184;06-Aug-2009
102031;Tata Dynamic Bond Fund B - Dividend;9.8874;9.8380;9.8874;06-Aug-2009
101910;Tata Dynamic Bond Fund B - Growth;13.8256;13.7565;13.8256;06-Aug-2009
107121;Tata Fixed Income Portfolio Fund - Scheme A1 - Regular Plan - Growth;11.1818;11.1538;11.1818;06-Aug-2009
107122;Tata Fixed Income Portfolio Fund - Scheme A1 - Regular Plan - Monthly Dividend;10.1888;10.1633;10.1888;06-Aug-2009
107126;Tata Fixed Income Portfolio Fund - Scheme A2 - Regular Plan - Growth;11.2697;11.2415;11.2697;06-Aug-2009
107125;Tata Fixed Income Portfolio Fund - Scheme A2 - Regular Plan - Monthly Dividend;10.1127;10.0874;10.1127;06-Aug-2009
107129;Tata Fixed Income Portfolio Fund - Scheme A3 - Regular Plan - Growth;10.8212;10.7941;10.8212;06-Aug-2009
107130;Tata Fixed Income Portfolio Fund - Scheme A3 - Regular Plan - Monthly Dividend;10.1599;10.1345;10.1599;06-Aug-2009
107142;Tata Fixed Income Portfolio Fund - Scheme B2 - Institutional Plan - Monthly Dividend;10.0151;9.9650;10.0151;06-Aug-2009
107143;Tata Fixed Income Portfolio Fund - Scheme B2 - Institutional Plan - Quarterly Dividend;10.0493;9.9991;10.0493;06-Aug-2009
107146;Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Growth;11.4059;11.3489;11.4059;06-Aug-2009
107145;Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Monthly Dividend;10.0612;10.0109;10.0612;06-Aug-2009
107144;Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Quarterly Dividend;10.0662;10.0159;10.0662;06-Aug-2009
107150;Tata Fixed Income Portfolio Fund - Scheme B3 - Regular Plan - Growth;12.1006;12.0401;12.1006;06-Aug-2009
107151;Tata Fixed Income Portfolio Fund - Scheme B3 - Regular Plan - Monthly Dividend;10.0820;10.0316;10.0820;06-Aug-2009
107152;Tata Fixed Income Portfolio Fund - Scheme B3 - Regular Plan - Quarterly Dividend;10.1004;10.0499;10.1004;06-Aug-2009
107162;Tata Fixed Income Portfolio Fund - Scheme C2 - Regular Plan - Growth;11.3651;11.2799;11.3651;06-Aug-2009
107164;Tata Fixed Income Portfolio Fund - Scheme C2 - Regular Plan - Half Yearly Dividend;10.0654;9.9899;10.0654;06-Aug-2009
107163;Tata Fixed Income Portfolio Fund - Scheme C2 - Regular Plan - Monthly Dividend;10.0410;9.9657;10.0410;06-Aug-2009
107168;Tata Fixed Income Portfolio Fund - Scheme C3 - Regular Plan - Growth;11.4620;11.3760;11.4620;06-Aug-2009
107170;Tata Fixed Income Portfolio Fund - Scheme C3 - Regular Plan - Half Yearly Dividend;10.0603;9.9848;10.0603;06-Aug-2009
100416;Tata Income Fund - Div Qtrly;10.4109;10.3068;10.4109;06-Aug-2009
100417;Tata Income Fund - Div Semi;11.1429;11.0315;11.1429;06-Aug-2009
100418;Tata Income Fund - Growth;28.6389;28.3525;28.6389;06-Aug-2009
101419;Tata Income Fund - Growth Bonus Option;14.3342;14.1909;14.3342;06-Aug-2009
101186;Tata Income Fund Appreciation - Per  Dividend;16.6032;16.4372;16.6032;06-Aug-2009
101703;Tata Income Plus Fund A - Growth Option;14.3492;14.2775;14.3492;06-Aug-2009
101605;Tata Income Plus Fund A - Income / Bonus Option;10.7676;10.7138;10.7676;06-Aug-2009
101704;Tata Income Plus Fund B - Growth Option;14.3909;14.3189;14.3909;06-Aug-2009
101606;Tata Income Plus Fund B - Income / Bonus Option;10.7813;10.7274;10.7813;06-Aug-2009
102283;Tata M I P Plus Fund - Growth;14.2257;14.0834;14.2257;06-Aug-2009
102282;Tata M I P Plus Fund - Half Yearly Dividend;11.6960;11.5790;11.6960;06-Aug-2009
102280;Tata M I P Plus Fund - Monthly Dividend;11.0043;10.8943;11.0043;06-Aug-2009
102281;Tata M I P Plus Fund - Quarterly Dividend;10.9268;10.8175;10.9268;06-Aug-2009
102118;Tata Monthly Income Fund - Qrtly Option;12.5146;12.3895;12.5146;06-Aug-2009
101609;Tata Monthly Income Fund - Regular;12.4075;12.2834;12.4075;06-Aug-2009
