SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513693,KIC METALIKS,B ,Q,23.10,23.45,23.00,23.45,23.45,23.60,13,4601,106515.00,
524699,KILBURN CHEM,S ,Q,20.20,22.05,20.00,22.00,22.00,21.05,29,2551,53597.00,
522101,KILBURN ENGG,B ,Q,17.15,18.20,17.15,17.20,17.20,18.45,11,594,10316.00,
523218,KILBURN OFFI,B ,Q,3.60,3.60,3.60,3.60,3.60,3.78,1,50,180.00,
524500,KILITCH DRUG,B ,Q,78.35,78.35,68.45,70.25,69.25,73.05,22,777,55851.00,
500240,KINETIC ENG.,T ,Q,39.95,42.00,39.95,41.85,42.00,40.25,22,9541,397643.00,
505190,KINETIC MOTO,T ,Q,10.09,10.15,9.34,9.46,9.34,9.81,67,10945,106919.00,
961664,KIRFERROWAR ,F ,B,1.97,1.97,1.52,1.69,1.69,1.76,14,22270,34099.00,
532967,KIRI DYES   ,B ,Q,159.05,163.00,149.00,153.85,153.85,154.05,311,21567,3347912.00,
500241,KIRL.BROS.  ,S ,Q,117.00,117.75,112.10,114.75,114.75,115.70,146,5608,647394.00,
500245,KIRL.FERROUS,B ,Q,15.05,15.20,14.71,14.80,14.90,15.12,139,43292,645347.00,
500243,KIRL.OIL ENG,B ,Q,59.25,61.85,57.85,58.45,58.45,61.20,246,236352,13987137.00,
505283,KIRLOSAR PN ,B ,Q,257.00,263.80,257.00,260.65,258.40,256.45,8,332,85883.00,
590052,KIRLOSKAR EL,S ,Q,30.00,32.30,29.65,30.65,30.65,29.45,2329,669465,21028058.00,
532092,KIRTI FINVES,B ,Q,0.37,0.38,0.34,0.37,0.37,0.37,29,36581,13273.00,
530145,KISAN MOULD.,S ,Q,17.15,17.15,17.05,17.05,17.05,17.80,4,200,3412.00,
521248,KITEX GARMEN,B ,Q,5.05,5.17,4.94,4.95,4.94,5.02,56,45885,227641.00,
530771,KLG CAPITAL ,T ,Q,107.90,108.00,107.90,108.00,108.00,102.90,21,1494,161335.00,
531269,KLG SYSTEL  ,B ,Q,105.50,109.50,101.00,102.20,102.20,104.55,1309,107018,11326871.00,
507598,KLRF LTD    ,B ,Q,14.01,15.22,14.00,15.20,15.21,14.56,8,872,13087.00,
532673,KM SUGARMILL,T ,Q,21.00,21.00,19.65,21.00,21.00,20.00,210,58641,1228150.00,
531578,KMF BUILDERS,T ,Q,8.30,8.30,8.30,8.30,8.30,8.40,1,500,4150.00,
532942,KNR CONST   ,B ,Q,46.00,50.00,44.80,49.25,48.00,46.50,88,15519,755244.00,
517471,KOA TOOL IN ,B ,Q,0.43,0.44,0.43,0.44,0.44,0.42,4,5000,2180.00,
531602,KOFF BR PICT,T ,Q,3.05,3.19,3.01,3.13,3.09,3.15,29,117700,367571.00,
531366,KOHINOOR BRO,T ,Q,2.75,2.91,2.75,2.85,2.87,2.78,71,37767,106283.00,
512559,KOHINORFOODS,B ,Q,55.05,56.35,54.75,55.20,55.20,55.45,28,2566,141975.00,
532924,KOLTEPATIL  ,B ,Q,31.00,32.20,30.60,31.00,31.00,30.55,1627,303075,9471227.00,
524280,KOPRAN LTD. ,B ,Q,8.91,9.09,8.85,8.93,8.91,8.92,35,10197,90899.00,
500247,KOTAK MAH.BK,A ,Q,480.00,509.00,477.90,484.70,484.70,483.40,25444,1364132,670204326.00,
532985,KOTAK SENSEX,B ,Q,110.15,124.00,110.15,120.01,120.00,120.77,18,693,83760.00,
507474,KOTHARI FERM,B ,Q,5.99,6.00,5.80,5.90,5.90,5.80,8,901,5361.00,
530299,KOTHARI PROD,B ,Q,200.00,209.45,200.00,202.65,202.65,203.30,34,336,69336.00,
532901,KOUTONS RET ,A ,Q,425.50,430.05,418.00,426.75,424.00,429.80,140,6434,2745013.00,
523323,KOVAI MEDI. ,B ,Q,62.50,67.00,61.70,66.15,67.00,63.00,31,2375,152843.00,
532400,KPIT INFOSYS,B ,Q,42.00,43.40,41.95,42.85,42.85,41.10,963,126013,5370443.00,
530813,KRBL LTD.   ,B ,Q,64.50,65.00,60.00,62.50,62.50,63.60,272,19473,1238577.00,
524518,KREBS BIOCHM,S ,Q,20.00,20.00,19.65,19.75,19.75,19.75,6,291,5759.00,
530139,KREON FIN   ,B ,Q,1.82,1.82,1.82,1.82,1.82,1.74,4,200,364.00,
500248,KRISH.FILAM.,B ,Q,11.55,11.55,10.46,11.45,11.45,11.00,12,2408,26394.00,
514221,KRISHNA LIFE,B ,Q,0.80,0.81,0.76,0.77,0.77,0.75,78,175899,138938.00,
526423,KRITI INDUS.,TS,Q,4.61,4.61,4.61,4.61,4.61,4.60,1,100,461.00,
523411,KRONE COMM  ,S ,Q,65.55,67.40,65.50,66.50,66.50,66.85,12,491,32610.00,
523550,KRYPTON IND ,B ,Q,21.85,21.85,20.35,21.75,21.75,20.85,36,16008,347086.00,
500249,KSB PUMPS   ,B ,Q,230.10,253.00,230.10,246.35,253.00,243.50,36,1645,402551.00,
532997,KSK ENERGY  ,A ,Q,180.40,181.00,172.10,174.50,173.40,178.60,207,6565,1162988.00,
530149,KSL & IND.  ,S ,Q,62.00,62.00,59.20,59.80,59.20,59.90,49,20812,1261232.00,
505299,KULK-POWER  ,B ,Q,33.00,35.00,31.05,31.30,31.50,31.85,53,6822,225355.00,
523594,KUNSTSTOFFE ,B ,Q,1.36,1.36,1.36,1.36,1.36,1.30,1,200,272.00,
531261,KUSHAGRA SOF,B ,Q,3.65,4.03,3.65,4.03,4.03,3.84,6,1548,6039.00,
531882,KWALITY DAIR,B ,Q,140.95,141.00,134.05,135.10,134.35,140.05,127,16073,2187933.00,
511728,KZ LEAS FIN.,T ,Q,19.75,19.75,19.75,19.75,19.75,20.75,2,105,2073.00,
500250,L.G.BALKRISH,B ,Q,12.23,12.23,11.72,11.97,12.00,11.89,63,22052,263153.00,
530577,LADDERUP FIN,B ,Q,5.88,5.88,5.88,5.88,5.88,6.18,1,1,5.00,
524522,LAFFANS PETR,S ,Q,15.09,16.00,15.09,16.00,16.00,15.10,16,6101,95529.00,
531842,LAHOTI OVER.,S ,Q,2.68,2.68,2.65,2.65,2.65,2.56,3,1828,4898.00,
526049,LAKHMI COT  ,B ,Q,37.95,39.20,37.20,37.40,37.40,37.95,129,13272,504884.00,
504258,LAKSHMI ELEC,B ,Q,123.10,129.00,123.10,126.75,125.60,127.55,31,514,65119.00,
500252,LAKSHMI MACH,B ,Q,661.00,664.90,570.50,642.15,641.00,655.05,300,5103,3306806.00,
502958,LAKSHMI MILL,S ,Q,666.00,666.00,653.00,653.00,653.00,673.00,4,11,7222.00,
519570,LAKSHMI OVER,B ,Q,63.00,66.80,62.10,64.10,64.10,65.05,214,21792,1405696.00,
506079,LAKSHMI PREC,B ,Q,26.05,26.10,25.55,26.10,26.10,26.40,10,217,5604.00,
590069,LAKSHMI VILA,B ,Q,82.80,86.50,80.60,84.20,84.20,80.70,834,91737,7661662.00,
521222,LA-MERC APP.,T ,Q,5.43,5.43,5.43,5.43,5.43,5.71,1,15,81.00,
513605,LANCO INDUS.,B ,Q,20.90,20.90,19.75,20.10,19.90,20.25,69,18024,361613.00,
532778,LANCO INFRA ,A ,Q,230.00,251.70,214.00,222.40,222.40,224.55,25981,2141710,506593256.00,
509048,LANCOR HOLDS,B ,Q,31.75,31.75,30.50,30.85,30.50,30.95,16,6887,216751.00,
532275,LANDMARC LEI,T ,Q,0.73,0.73,0.73,0.73,0.73,0.76,14,21125,15421.00,
533012,LANDMRK PRO ,T ,Q,5.45,5.50,5.09,5.18,5.10,5.35,38,20570,106541.00,
526947,LA-OPALA RG ,B ,Q,18.00,18.00,17.05,17.60,17.60,17.00,4,730,12965.00,
500510,LARSEN & TOU,A ,Q,994.00,999.00,961.55,971.95,971.95,981.90,22279,727634,713356184.00,
532829,LAWRESHWAR  ,B ,Q,4.84,5.41,4.84,5.00,5.09,5.33,23,4730,23544.00,
508306,LEDO TEA CO ,B ,Q,38.40,38.40,38.40,38.40,38.40,36.60,1,25,960.00,
517415,LEE&NEE SOFT,B ,Q,1.35,1.59,1.35,1.40,1.40,1.40,11,2803,4059.00,
513536,LESHA ENER  ,T ,Q,15.34,15.35,15.34,15.35,15.35,15.29,3,1001,15364.00,
533007,LGB FORGE   ,B ,Q,1.80,1.97,1.70,1.71,1.71,1.84,12,1938,3603.00,
532368,LGS GLOBAL  ,B ,Q,30.00,34.00,30.00,33.10,33.10,32.75,69,18037,586354.00,
530273,LIBERTY PHOS,B ,Q,17.75,17.80,16.10,16.70,17.03,16.50,107,23245,396858.00,
526596,LIBERTY SHOE,B ,Q,45.80,45.80,43.90,43.95,43.95,44.30,29,1104,48808.00,
500253,LIC HOUS.FIN,A ,Q,420.00,420.00,381.25,385.95,385.95,399.15,8426,429503,171154627.00,
531241,LINC PEN &PL,S ,Q,24.25,24.65,24.25,24.60,24.60,25.20,6,350,8570.00,
531633,LINCOLN PHAR,B ,Q,20.05,20.90,20.05,20.60,20.60,20.35,33,3924,80941.00,
524748,LINK PHARMA ,T ,Q,4.51,4.51,4.10,4.11,4.11,4.30,4,2664,11339.00,
512349,LINKHOUSE IN,B ,Q,3.40,3.70,3.40,3.70,3.70,3.56,5,551,2036.00,
508982,LINKSON I   ,Z ,Q,58.85,58.85,58.85,58.85,58.85,56.05,1,100,5885.00,
507912,LKP FIN*    ,B ,Q,84.55,89.90,84.55,87.45,86.50,85.05,68,7667,676466.00,
517518,LLOYD ELECT.,B ,Q,25.95,29.90,25.50,26.90,26.90,25.55,2202,291068,8095625.00,
512455,LLOYD METAL ,B ,Q,21.85,21.85,20.80,20.90,20.90,21.85,50,5462,115129.00,
500254,LLOYD STEEL ,B ,Q,5.55,5.79,5.50,5.66,5.70,5.65,215,107193,604601.00,
507870,LLOYDS FIN. ,B ,Q,1.30,1.30,1.25,1.26,1.25,1.30,9,6720,8527.00,
500255,LML LTD.    ,B ,Q,8.10,8.19,7.95,7.95,7.96,8.08,195,93775,754609.00,
530745,LN POLYESTER,B ,Q,7.10,7.35,7.10,7.35,7.35,7.00,4,1507,11074.00,
532341,LOGIX MICRO.,S ,Q,58.45,58.50,52.20,53.90,53.90,55.45,94,7140,387397.00,
590082,LOHIA SECURI,T ,Q,102.00,103.00,102.00,103.00,103.00,99.75,2,5000,512500.00,
500256,LOK.HOUS&CON,TS,Q,23.00,23.70,21.80,22.10,22.10,22.90,542,97413,2184096.00,
532740,LOKESH MACH ,B ,Q,27.00,27.35,26.10,26.55,26.55,26.70,102,14325,382116.00,
590004,LOTTE I CORP,B ,Q,530.00,534.90,530.00,531.65,531.60,530.80,62,26730,14199454.00,
523475,LOTUS CHOC  ,T ,Q,20.20,20.20,19.20,19.30,19.30,19.25,10,1885,37063.00,
532998,LOTUS EYE   ,T ,Q,36.70,36.75,34.90,36.25,34.90,36.70,52,1520,54609.00,
526179,LUDOLOW JUTE,B ,Q,14.00,14.00,13.85,13.85,13.85,14.55,4,1670,23159.00,
532796,LUMAX AUTO  ,B ,Q,21.00,21.85,21.00,21.45,21.45,20.45,11,1278,26972.00,
532537,LUMAX AUTO  ,B ,Q,20.00,21.20,20.00,20.25,20.25,20.00,4,161,3244.00,
517206,LUMAX IND   ,B ,Q,84.95,89.00,84.95,88.80,88.00,83.10,6,30075,2670947.00,
500257,LUPIN LTD.  ,A ,Q,703.60,795.95,703.60,783.60,783.60,774.95,496,9578,7530101.00,
500259,LYKA LABS   ,T ,Q,17.30,18.75,17.30,18.75,18.75,18.00,19,3079,54828.00,
505320,LYNX MACH.  ,B ,Q,55.00,55.00,55.00,55.00,55.00,54.00,1,29,1595.00,
532720,M&M FINANSER,A ,Q,205.00,209.95,201.70,205.05,202.10,203.00,211,155174,31815949.00,
522241,M.M.FORGINGS,S ,Q,44.20,45.90,44.20,44.65,44.50,45.20,21,915,41059.00,
509196,M.M.RUBBER  ,Z ,Q,3.00,3.20,3.00,3.20,3.20,3.09,3,1400,4300.00,
531528,MAARS SOFT. ,T ,Q,1.40,1.45,1.35,1.45,1.45,1.39,39,51750,73036.00,
507836,MAC CHARLES ,Z ,Q,160.00,160.00,160.00,160.00,160.00,157.55,2,100,16000.00,
523248,MACHINO PLAS,S ,Q,36.50,39.35,36.50,39.35,39.35,37.50,10,2930,112088.00,
532440,MACMILLAN IN,B ,Q,57.00,58.25,56.25,57.90,58.25,56.55,12,570,32740.00,
515093,MADHAV MARB.,B ,Q,15.25,15.25,14.70,14.70,14.70,14.50,3,330,5014.00,
531497,MADHUCON PRJ,S ,Q,92.80,94.00,86.10,89.95,89.10,89.45,902,162247,14620135.00,
519279,MADHUR IND  ,B ,Q,12.85,12.85,12.80,12.80,12.80,13.45,4,168,2150.00,
515059,MADHUS.IND. ,B ,Q,5.95,5.95,5.95,5.95,5.95,6.19,2,500,2975.00,
504580,MADRAS ALUM ,B ,Q,114.05,114.75,114.05,114.05,114.05,114.45,21,4080,465425.00,
500260,MADRAS CEM. ,A ,Q,83.50,85.40,81.50,83.00,83.00,83.20,1030,199051,16589148.00,
501209,MAESTROS ME ,S ,Q,46.00,46.00,45.00,45.00,45.00,45.00,3,933,42085.00,
500264,MAFATLAL IND,S ,Q,24.40,24.40,22.65,23.00,23.00,23.25,11,1075,24588.00,
524000,MAGMA FIN   ,B ,Q,136.00,136.00,136.00,136.00,136.00,135.75,1,50,6800.00,
517449,MAGNA ELECTR,S ,Q,43.00,45.50,42.10,42.60,42.10,43.50,15,2026,90274.00,
532896,MAGNUM VENT ,B ,Q,6.60,6.90,6.55,6.56,6.71,6.82,36,12977,86602.00,
500520,MAH & MAH   ,A ,Q,525.00,529.80,505.00,510.20,510.20,522.75,2892,101926,52507480.00,
500266,MAH.SCOOTER ,B ,Q,88.50,90.05,87.30,89.00,89.00,87.05,26,1266,113116.00,
500265,MAH.SEAMLESS,B ,Q,185.00,206.00,185.00,193.45,193.45,183.20,6420,484766,96029991.00,
524232,MAHA.POLYBUT,B ,Q,57.00,59.65,57.00,59.00,59.00,56.60,45,53507,3139849.00,
514450,MAHA.RUBTECH,B ,Q,21.00,21.00,18.75,20.90,20.90,19.75,5,252,4915.00,
500108,MAHA.TELE   ,A ,Q,72.00,77.55,71.10,74.30,74.30,71.15,5533,1001361,75382326.00,
519612,MAHAAN FOODS,T ,Q,10.40,10.40,10.40,10.40,10.40,10.65,2,74,769.00,
513460,MAHALAXMI SM,S ,Q,14.50,15.35,14.50,14.50,15.35,14.80,4,53,770.00,
530059,MAHARAJA SHR,S ,Q,46.25,46.25,46.25,46.25,46.25,48.25,1,20,925.00,
524138,MAHIN COMP  ,S ,Q,37.95,37.95,35.70,36.10,35.75,37.50,18,1796,65115.00,
532756,MAHIND FORG ,B ,Q,47.00,48.50,45.00,45.65,45.50,47.35,20,2307,108898.00,
504823,MAHIND.UGINE,B ,Q,30.25,30.25,28.20,28.45,28.45,29.20,188,17827,512715.00,
532313,MAHINDRALIFE,B ,Q,183.30,203.00,179.00,183.00,183.00,182.05,3293,190883,36890057.00,
590078,MAITHAN ALL ,B ,Q,82.90,82.90,77.30,81.15,82.00,79.80,52,2041,162276.00,
500267,MAJESTIC AUT,S ,Q,27.50,27.50,26.00,26.15,26.15,26.35,5,211,5787.00,
523696,MALAR HOSP. ,B ,Q,16.30,16.30,16.25,16.30,16.25,17.10,6,800,13035.00,
532728,MALU PAPER  ,B ,Q,11.37,11.40,11.15,11.15,11.15,11.42,19,5284,60086.00,
502995,MALWA COTTON,T ,Q,22.40,22.40,22.35,22.35,22.35,23.50,7,600,13438.00,
532906,MAN ALUMIN  ,B ,Q,29.25,31.55,29.25,30.80,30.80,29.95,31,1217,37266.00,
532637,MAN DRUGORG ,B ,Q,6.40,6.56,6.40,6.51,6.51,6.70,3,1300,8363.00,
513269,MAN IND.(I) ,S ,Q,34.50,35.00,33.50,33.55,33.55,33.75,427,65985,2240217.00,
532932,MANAKSIA LTD,B ,Q,41.40,42.00,37.00,38.25,38.25,40.80,903,94456,3756321.00,
500268,MANALI PETRO,T ,Q,8.25,8.32,8.01,8.07,8.07,8.15,184,54897,446704.00,
531213,MANAPPURAM G,B ,Q,148.00,151.00,148.00,149.50,149.50,150.00,11,1009,151251.00,
502157,MANGALAM CEM,B ,Q,80.00,82.00,79.15,79.50,79.50,80.60,320,27881,2237385.00,
516007,MANGALAM TIM,B ,Q,15.35,15.80,15.30,15.80,15.80,16.00,13,1676,25777.00,
530011,MANGLR.CHEM ,B ,Q,15.70,16.15,15.40,15.75,15.75,15.50,845,321238,5062697.00,
532950,MANJUSHREE  ,B ,Q,18.95,20.95,16.26,18.32,18.32,17.70,775,165803,3169855.00,
511758,MANSI FINANC,B ,Q,4.38,4.38,4.38,4.38,4.38,4.60,2,100,438.00,
505324,MANUGRAPH IN,S ,Q,37.50,38.75,37.45,37.60,37.60,37.15,84,7370,279639.00,
521018,MARAL OVERS ,T ,Q,6.30,6.50,6.01,6.01,6.02,6.27,11,2373,14657.00,
503101,MARATHON NEX,B ,Q,190.00,190.00,175.05,176.50,176.50,185.15,3,294,55205.00,
513544,MARDIA SAMYG,Z ,Q,10.47,10.47,10.47,10.47,10.47,11.02,1,100,1047.00,
530543,MARG LTD    ,B ,Q,61.35,63.90,58.20,59.95,59.95,60.70,819,123494,7676321.00,
531642,MARICOLTD   ,A ,Q,65.95,66.30,63.00,64.90,64.90,65.35,490,55500,3623322.00,
526891,MARKET CREAT,T ,Q,9.22,9.22,9.22,9.22,9.22,8.79,7,356,3282.00,
524404,MARKSANS    ,B ,Q,3.65,3.80,3.65,3.73,3.73,3.72,377,566374,2133320.00,
513355,MARMAGOA ST.,T ,Q,5.95,5.95,5.95,5.95,5.95,5.67,8,5454,32451.00,
517467,MARSONS     ,T ,Q,2.85,2.85,2.69,2.79,2.80,2.73,16,6055,16704.00,
523566,MARTIN BURN ,B ,Q,16.35,16.35,16.30,16.30,16.30,17.00,13,1205,19651.00,
531540,MARUTI INFRA,B ,Q,4.23,4.23,4.21,4.23,4.23,4.03,7,680,2875.00,
531319,MARUTI SEC. ,B ,Q,7.86,7.86,7.86,7.86,7.86,8.27,1,100,786.00,
532500,MARUTISUZUK ,A ,Q,861.00,869.00,832.05,837.75,837.75,860.75,4217,242797,207200939.00,
531131,MASCON GLOB.,B ,Q,3.54,3.58,3.38,3.40,3.40,3.48,208,218131,762724.00,
523704,MASTEK LTD  ,B ,Q,175.00,176.35,169.00,170.25,170.00,176.65,277,5190,897536.00,
511768,MASTER TRUST,B ,Q,29.70,31.50,29.70,31.40,31.45,31.10,23,1451,45004.00,
532470,MATHER & PLA,B ,Q,8.39,8.39,8.39,8.39,8.39,8.77,1,58,486.00,
512167,MATRA REALT ,T ,Q,5.12,5.12,5.12,5.12,5.12,5.38,7,1750,8960.00,
524794,MATRIX LABOR,B ,Q,159.10,161.75,159.10,161.15,161.05,160.10,130,22854,3673347.00,
590083,MAVENS BIO  ,B ,Q,68.50,68.95,67.05,68.95,68.95,67.50,30,13455,915907.00,
523371,MAWANA SUGAR,T ,Q,25.50,27.20,25.20,25.20,25.20,25.95,49,8149,209038.00,
500271,MAX INDIA   ,A ,Q,148.80,149.00,142.05,144.30,144.30,146.45,454,31058,4532218.00,
526538,MAXIMAA SYST,B ,Q,1.75,1.95,1.57,1.71,1.57,1.93,27,23460,40711.00,
532613,MAXWEL      ,B ,Q,12.65,12.65,11.70,12.05,12.05,12.26,57,15228,183034.00,
532907,MAYTAS INFRA,B ,Q,46.60,47.50,44.60,45.10,45.10,47.10,415,42365,1954347.00,
522249,MAYUR UNIQ. ,S ,Q,26.50,26.50,26.50,26.50,26.50,26.50,3,950,25175.00,
523792,MAZDA LTD   ,S ,Q,46.00,48.00,45.30,45.40,45.40,46.45,48,7625,351503.00,
532852,MCD HOLDING ,T ,Q,47.00,48.65,46.05,46.50,46.50,46.75,27,1917,89952.00,
532654,MCLEOD RUSSE,B ,Q,85.25,89.95,82.10,85.40,85.40,84.95,4373,543349,47130904.00,
532629,MCNALLYB    ,B ,Q,69.20,71.50,68.05,69.00,69.00,68.45,491,61620,4313608.00,
523221,MCS LTD     ,T ,Q,10.49,10.49,10.49,10.49,10.49,10.04,1,75,786.00,
523144,MEDI CAPS   ,S ,Q,27.25,29.00,27.20,27.95,27.95,30.00,6,923,25448.00,
512267,MEDIA MATRIX,B ,Q,4.90,5.00,4.90,5.00,5.00,5.28,2,334,1640.00,
531146,MEDICAMEN BI,S ,Q,9.50,9.71,9.00,9.00,9.00,9.25,6,668,6347.00,
531417,MEGA CORPN. ,Z ,Q,0.98,0.98,0.94,0.98,0.98,0.94,28,45705,44052.00,
532408,MEGASOFT LTD,B ,Q,19.25,20.20,19.25,20.00,19.85,19.55,80,16731,331143.00,
532865,MEGHMANI    ,B ,Q,9.70,9.70,9.33,9.41,9.40,9.46,247,104098,981417.00,
511377,MEHTA I.FIN ,B ,Q,3.22,3.22,3.22,3.22,3.22,3.38,3,400,1288.00,
532307,MELSTAR INFO,T ,Q,10.52,11.30,10.51,10.54,10.54,10.90,9,1492,15860.00,
523828,MENON BEAR. ,S ,Q,49.00,51.10,49.00,51.10,51.10,51.00,3,190,9604.00,
531727,MENON PISTON,B ,Q,50.00,50.00,50.00,50.00,50.00,52.00,1,50,2500.00,
526235,MERCATOR LIN,S ,Q,41.50,41.60,39.30,40.05,40.05,41.00,7241,1796666,72970373.00,
500126,MERCK LTD   ,B ,Q,337.80,350.00,337.00,342.50,342.50,337.45,105,2727,939381.00,
513131,METALMAN IND,B ,Q,9.30,9.95,9.30,9.95,9.95,10.04,8,2508,23836.00,
524683,METROCHE.IND,S ,Q,30.00,30.60,29.25,30.50,30.50,30.00,33,7481,222462.00,
531194,MEWAR INDUS.,B ,Q,28.50,28.50,26.50,27.90,27.90,27.25,10,756,20325.00,
514242,MH MILLS IND,Z ,Q,3.75,3.75,3.75,3.75,3.75,3.67,1,200,750.00,
532850,MIC ELECTRON,B ,Q,27.00,28.40,26.80,27.15,27.15,27.25,2229,782055,21559854.00,
522298,MICRO FORGE ,Z ,Q,3.69,3.69,3.69,3.69,3.69,3.52,2,300,1107.00,
523886,MICRO INKS L,B ,Q,175.00,178.60,167.00,170.30,168.00,176.20,93,2937,507878.00,
532494,MICRO TECHO ,S ,Q,101.05,101.05,94.50,95.45,95.05,100.40,245,17491,1715179.00,
500277,MID INDIA IN,Z ,Q,3.30,3.30,3.30,3.30,3.30,3.15,3,1000,3300.00,
530257,MIDAS PHARMA,B ,Q,16.11,16.11,16.11,16.11,16.11,15.35,3,250,4027.00,
532416,MID-DAY MULT,T ,Q,13.80,14.00,13.25,13.90,13.36,13.38,63,10072,136645.00,
507621,MILKFOOD    ,T ,Q,251.05,251.05,251.05,251.05,251.05,263.15,1,10,2510.00,
531942,MILLEN.CYBER,T ,Q,3.90,3.90,3.90,3.90,3.90,3.90,1,200,780.00,
521147,MILLENNIUM B,B ,Q,10.95,10.95,10.20,10.20,10.20,10.46,5,1027,11225.00,
522235,MINAL ENGG. ,T ,Q,6.55,6.55,6.55,6.55,6.55,6.24,1,1,6.00,
531456,MINAXI TEXT.,B ,Q,0.65,0.65,0.62,0.62,0.62,0.65,7,17000,10570.00,
532539,MINDA IND   ,S ,Q,112.10,117.00,112.10,117.00,117.00,116.90,11,184,21500.00,
517344,MINDTECK (I),B ,Q,17.00,17.70,17.00,17.50,17.50,16.95,4,200,3452.00,
532819,MINDTREE LTD,B ,Q,358.00,365.00,349.05,350.10,350.10,356.40,1447,55610,19816334.00,
513377,MINERAL&METL,A ,Q,17300.00,17300.00,16853.00,16880.20,16955.00,16954.65,144,323,5479000.00,
500279,MIRC ELECT  ,B ,Q,13.20,13.85,12.80,13.40,13.30,13.18,202,41156,549803.00,
526642,MIRZA INTER ,B ,Q,11.50,11.50,10.29,11.08,11.08,11.42,205,125473,1374762.00,
590060,MK EXIM     ,TS,Q,23.25,23.50,22.75,23.25,23.00,22.75,51,19280,447936.00,
532127,MOBILE TELE ,T ,Q,1.72,1.72,1.72,1.72,1.72,1.80,1,1,1.00,
519287,MODERN DAIRI,B ,Q,17.25,17.95,17.00,17.15,17.15,18.45,49,4158,72624.00,
503015,MODERN INDIA,S ,Q,147.00,150.50,141.00,148.50,148.50,147.90,151,63811,9386040.00,
509760,MODERN SHARE,B ,Q,10.65,10.65,10.65,10.65,10.65,11.10,1,50,532.00,
513303,MODERN STEEL,TS,Q,8.00,8.39,8.00,8.01,8.01,8.01,15,1550,12888.00,
503776,MODIPON     ,T ,Q,11.74,12.35,11.74,12.35,12.35,12.35,2,39,478.00,
506261,MODISON MET.,S ,Q,9.14,9.15,8.45,8.70,8.70,8.87,9,2459,21941.00,
531453,MOHIT INDUS.,S ,Q,9.50,10.38,9.11,10.03,10.15,9.51,28,4941,49473.00,
530169,MOHIT PAPER ,B ,Q,4.32,4.71,4.29,4.33,4.33,4.50,5,248,1088.00,
526263,MOLD-TEK TEC,B ,Q,33.00,36.50,33.00,34.05,34.05,34.85,29,2365,81196.00,
532723,MONET SUGAR ,B ,Q,26.00,26.00,24.20,24.20,24.20,25.45,24,591,14513.00,
531595,MONEY MAT F ,B ,Q,83.75,89.25,83.75,89.25,89.25,85.00,16,5000,441909.00,
513446,MONNE ISPAT*,B ,Q,201.95,213.00,195.15,198.60,198.60,204.00,563,20546,4177156.00,
524084,MONSANTO (I),B ,Q,1506.05,1515.90,1493.00,1500.40,1493.00,1508.20,87,1337,2014190.00,
511549,MORARKA FIN.,B ,Q,10.45,10.45,10.45,10.45,10.45,10.50,1,200,2090.00,
500288,MOREPEN LAB.,B ,Q,5.54,5.63,5.30,5.42,5.35,5.55,150,103157,569652.00,
523160,MORGAN CRU  ,B ,Q,48.90,48.95,45.10,45.10,45.10,44.15,4,131,6346.00,
523564,MORGAN IND  ,B ,Q,3.40,3.40,3.08,3.08,3.08,3.24,9,2533,7991.00,
526237,MORGAN VENT ,B ,Q,5.12,5.12,5.12,5.12,5.12,5.38,2,200,1024.00,
532407,MOSCHIP SEMI,T ,Q,6.36,6.67,6.11,6.67,6.67,6.36,35,13491,87126.00,
517140,MOSER BEAR  ,A ,Q,68.00,69.00,65.10,65.80,65.80,67.10,4462,663515,44760091.00,
517334,MOTHERSON SS,B ,Q,72.00,74.40,71.25,73.40,74.40,74.30,49,2543,186160.00,
532892,MOTILALOFS  ,B ,Q,118.90,121.00,112.25,116.95,116.95,115.60,1659,124832,14446412.00,
501343,MOTOR&GEN.FI,B ,Q,28.50,31.35,28.25,28.95,28.95,28.20,121,5903,175563.00,
531096,MOUNT EVERES,T ,Q,60.00,62.15,59.00,60.30,60.00,59.20,69,11729,722067.00,
532724,MOUNT TRAD  ,T ,Q,84.00,84.00,84.00,84.00,84.00,81.10,1,20,1680.00,
507522,MOUNTT SHIV.,S ,Q,39.70,43.90,39.70,43.90,43.90,39.95,2,105,4189.00,
590011,MOVING PI(PS,B ,Q,3.96,3.96,3.84,3.84,3.84,3.89,14,11801,45646.00,
526299,MPHASIS LTD ,A ,Q,251.30,259.00,244.20,249.60,249.60,248.75,1314,36541,9282987.00,
500450,MPIL CORP L ,T ,Q,31.35,31.35,30.00,31.35,31.35,29.90,8,180,5626.00,
500290,MRF LTD.    ,B ,Q,2314.95,2337.80,2290.00,2293.60,2292.10,2283.45,199,984,2268857.00,
532376,MRO-TEK LTD*,B ,Q,24.85,24.90,24.00,24.30,24.00,24.05,133,20216,494818.00,
500109,MRPL        ,A ,Q,54.60,55.15,52.10,52.45,52.45,53.60,2872,488903,26356617.00,
532553,MSK PROJECTS,B ,Q,44.00,45.50,44.00,44.10,44.00,44.60,122,22294,991243.00,
