SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
519588,DFM FOODS   ,B ,Q,36.00,37.00,35.50,36.20,37.00,35.50,8,1300,46650.00,
502512,DHAM SUGAR  ,B ,Q,7.45,7.75,7.45,7.61,7.61,7.74,4,530,4101.00,
500119,DHAMPUR SUGA,B ,Q,48.10,50.05,47.00,48.95,48.95,47.70,1728,292527,14514802.00,
531923,DHAMPURE SGR,B ,Q,23.30,25.60,23.30,23.75,23.75,24.50,15,3644,90283.00,
507717,DHAN AGRI   ,B ,Q,150.00,180.00,150.00,157.25,157.25,150.00,24,896,139803.00,
521216,DHAN ROTO SP,B ,Q,6.72,6.72,6.15,6.72,6.72,6.40,32,9694,64870.00,
532180,DHANALAK.BNK,B ,Q,64.00,68.40,64.00,66.35,66.35,63.55,534,55078,3668554.00,
511393,DHANDAPANI F,T ,Q,10.60,10.60,10.60,10.60,10.60,11.15,2,138,1462.00,
505533,DHANPRAYOG  ,T ,Q,6.26,6.26,6.26,6.26,6.26,5.97,1,10,62.00,
532903,DHANUSTECH  ,B ,Q,22.00,22.15,20.90,21.05,21.05,21.95,280,36242,765847.00,
506405,DHARAMSI CHM,T ,Q,5.89,5.90,5.63,5.65,5.65,5.62,6,2310,13192.00,
511451,DHARANI FIN.,B ,Q,5.00,5.00,4.60,4.60,4.60,4.77,5,905,4405.00,
507442,DHARANI SUG ,B ,Q,26.75,27.00,25.80,26.30,27.00,27.10,41,6083,158525.00,
526971,DHOOT I.FIN.,B ,Q,6.55,6.55,6.55,6.55,6.55,6.30,2,2,13.00,
531306,DHP INDIA LT,B ,Q,16.00,16.00,16.00,16.00,16.00,15.50,2,1117,17872.00,
523736,DHUNSERI TEA,S ,Q,101.50,101.95,97.50,97.50,97.50,101.90,8,570,55780.00,
508860,DIAMANT.INV ,Z ,Q,86.00,94.50,86.00,94.50,94.50,90.05,3,122,10951.00,
500120,DIAMINES&CHM,S ,Q,23.25,24.40,22.40,24.30,24.40,23.25,12,1687,40812.00,
522163,DIAMOND CABL,S ,Q,116.80,116.80,109.00,110.30,110.30,111.80,92,9397,1046125.00,
530959,DIANA TEA CO,B ,Q,21.90,24.35,21.90,23.20,23.20,23.95,54,5412,126472.00,
500089,DIC INDIA   ,B ,Q,133.80,135.00,133.80,135.00,135.00,136.15,7,1100,148425.00,
503796,DIGJAM LTD  ,B ,Q,5.20,5.70,5.20,5.48,5.41,5.32,74,29975,166301.00,
506414,DIL LTD     ,B ,Q,122.10,135.00,122.10,131.50,131.50,137.65,14,310,40325.00,
500068,DISA INDIA  ,B ,Q,1630.00,1640.00,1630.00,1630.30,1630.30,1630.00,13,149,242977.00,
532839,DISH TV     ,B ,Q,35.50,36.40,33.50,34.05,34.05,35.15,8694,4296366,151518987.00,
532526,DISHMAN PHAR,B ,Q,116.10,117.60,113.00,114.35,114.35,116.75,316,13712,1578475.00,
890127,DISHTVPP    ,B ,Q,15.50,16.00,15.50,15.76,15.75,15.30,42,16884,266558.00,
532488,DIVI'S LAB. ,A ,Q,940.10,951.90,916.00,928.80,928.80,937.55,842,15405,14434940.00,
526315,DIVYA.GRANIT,B ,Q,19.00,19.00,18.60,18.60,18.60,18.10,7,105,1968.00,
526285,DIVYAJYOTI I,B ,Q,7.00,7.64,7.00,7.64,7.64,7.28,10,2691,20541.00,
532868,DLF LIMITED ,A ,Q,240.65,254.90,229.60,232.50,232.50,236.25,99842,179850769,41531546498.00,
532419,D-LINK INDIA,B ,Q,45.95,47.30,45.00,45.20,45.00,45.90,104,7864,360985.00,
517973,DMC INTER   ,T ,Q,3.20,3.36,3.11,3.25,3.25,3.20,11,4960,15989.00,
505526,DOLAT INV.  ,B ,Q,3.55,3.62,3.44,3.56,3.62,3.61,58,40650,143993.00,
531367,DOLLEX IND. ,T ,Q,4.50,4.60,4.40,4.50,4.50,4.52,30,12701,57184.00,
526504,DOLPHIN MEDI,B ,Q,2.75,2.75,2.31,2.53,2.54,2.60,6,705,1763.00,
522261,DOLPHIN OFF.,S ,Q,164.70,164.70,159.05,161.00,161.00,160.15,35,1039,168022.00,
512519,DONEAR IND. ,S ,Q,21.10,21.10,20.60,20.60,20.60,21.10,16,592,12315.00,
500124,DR.REDDY'S  ,A ,Q,601.00,601.00,546.70,587.65,587.65,594.35,997,151168,89896849.00,
523618,DREDGING COR,B ,Q,336.00,351.00,331.00,339.60,339.60,331.30,1181,47737,16390626.00,
523890,DS.KULKARNI ,B ,Q,31.15,35.40,31.15,32.00,32.00,29.80,4135,870238,28936966.00,
524276,DUJOD PAP CH,S ,Q,5.36,5.36,5.36,5.36,5.36,5.47,1,75,402.00,
514418,DUJODW.PROD.,B ,Q,5.25,5.25,4.90,5.20,5.20,5.13,7,2103,10966.00,
590063,DUNCANS INDU,T ,Q,8.10,8.21,7.90,7.94,7.94,7.93,25,8550,68917.00,
532610,DWAR SUGAR  ,B ,Q,64.00,66.60,63.85,64.10,64.10,65.70,108,7428,482926.00,
532365,DYNACONS SYS,T ,Q,0.45,0.47,0.43,0.43,0.43,0.45,44,112911,49130.00,
505242,DYNAMAT.TECH,S ,Q,563.40,563.40,550.00,550.00,550.00,548.00,3,35,19317.00,
524818,DYNAMIC IND.,S ,Q,7.10,7.24,6.55,7.24,7.24,6.84,7,331,2259.00,
532707,DYNEMIC PRO ,B ,Q,20.90,20.90,19.25,19.90,19.50,19.95,91,39745,789627.00,
531533,E.COM INFOTE,B ,Q,4.95,4.95,4.95,4.95,4.95,4.72,2,250,1237.00,
500125,E.I.D.PAR   ,B ,Q,199.90,200.90,195.25,198.80,198.80,199.20,239,14053,2789777.00,
520081,EAST C.STEEL,T ,Q,10.14,10.14,10.14,10.14,10.14,9.66,1,100,1014.00,
590022,EASTER SI(PS,B ,Q,9.45,9.60,9.25,9.41,9.30,9.56,60,8942,84754.00,
590080,EASTERN GAS ,T ,Q,62.00,62.40,57.80,61.10,62.40,59.45,88,6330,380765.00,
507528,EASTERN SUG.,B ,Q,7.59,7.59,6.87,6.98,6.87,7.23,13,1886,13042.00,
532751,EASUNREYRL  ,B ,Q,52.00,52.55,50.50,51.55,51.55,52.05,101,10200,524897.00,
532491,ECE INDUSTRS,S ,Q,138.80,138.80,138.80,138.80,138.80,142.00,2,32,4441.00,
532927,ECLERX      ,B ,Q,150.00,158.00,150.00,154.10,154.00,150.80,35,1888,290987.00,
523732,ECO BOARD IN,B ,Q,8.40,8.40,7.90,7.96,7.94,8.17,19,1892,15224.00,
532922,EDELWEISS CA,B ,Q,344.70,347.90,320.25,324.15,324.15,338.25,2121,72067,24324411.00,
533055,EDSERV SOFT ,B ,Q,21.00,21.00,19.50,19.55,19.55,19.90,104,18772,369832.00,
532696,EDUCOMP SOLN,A ,Q,2444.90,2520.00,2435.00,2471.80,2471.80,2423.20,29839,339393,843686741.00,
505200,EICHER MOTOR,B ,Q,220.10,230.00,220.05,228.80,228.80,224.85,276,9824,2228306.00,
523127,EIH ASSO.HOT,S ,Q,72.10,72.10,72.10,72.10,72.10,74.50,1,2,144.00,
500840,EIH LTD.    ,A ,Q,111.00,111.00,106.05,107.10,106.50,109.00,156,4953,536242.00,
523708,EIMCO ELECON,B ,Q,183.90,184.00,180.20,180.20,180.20,187.00,4,150,27409.00,
531144,EL FORGE LTD,TS,Q,17.50,17.50,16.70,17.40,17.40,16.70,8,725,12494.00,
523329,ELDECO HOUS.,B ,Q,67.50,70.00,67.50,68.50,68.50,68.00,7,738,50750.00,
524830,ELDER HEALTH,B ,Q,25.00,25.00,25.00,25.00,25.00,25.00,1,100,2500.00,
532322,ELDER PHARMA,B ,Q,210.00,210.00,202.05,204.40,202.05,205.20,51,2204,454737.00,
500128,ELEC.CASTING,B ,Q,26.00,26.00,23.15,23.40,23.40,23.40,2846,1034804,24660800.00,
505700,ELECON ENG  ,B ,Q,48.50,56.60,48.50,55.20,55.20,48.65,4756,741041,39933105.00,
526608,ELECTROTHERM,B ,Q,130.95,130.95,128.00,128.15,128.10,127.70,33,1820,235120.00,
526705,ELEGANT MARB,B ,Q,23.60,23.60,23.60,23.60,23.60,22.70,2,100,2360.00,
522074,ELGI EQUIP  ,B ,Q,35.40,38.00,35.40,36.95,36.95,35.50,151,14964,553650.00,
590023,ELGI TRAD(PS,B ,Q,6.00,6.00,5.75,5.81,5.80,5.93,16,2450,14530.00,
517477,ELNET TECH. ,S ,Q,25.00,27.00,25.00,26.00,26.75,25.95,22,1537,40106.00,
530835,ELTROL LTD. ,T ,Q,0.60,0.60,0.58,0.58,0.58,0.58,8,6520,3801.00,
531162,EMAMI LTD.  ,S ,Q,218.15,223.00,218.15,220.00,220.00,220.00,44,2801,616926.00,
504008,EMCO LTD.   ,S ,Q,55.10,55.10,52.50,52.95,52.95,54.55,927,186238,9995133.00,
532737,EMKAY GLOB F,B ,Q,45.70,45.70,41.00,41.15,41.15,41.45,45,4078,170532.00,
532038,EMMSONS INT.,S ,Q,40.00,40.00,37.50,37.50,37.50,39.45,13,925,36529.00,
532920,EMPEE DIST  ,B ,Q,62.00,62.80,60.70,60.95,60.90,61.35,90,3615,222192.00,
500132,EMPEE SUGARS,B ,Q,7.75,8.30,7.75,8.09,8.09,8.16,44,10972,87958.00,
509525,EMPIRE IND. ,B ,Q,196.00,212.00,196.00,207.75,212.00,204.90,15,254,52160.00,
504351,EMPOWERIND  ,T ,Q,3.47,3.47,3.18,3.30,3.30,3.32,9,7000,23150.00,
531750,ENCORE SOFT.,S ,Q,4.06,4.06,4.05,4.05,4.05,4.00,2,380,1540.00,
532219,ENERGY DEV. ,B ,Q,50.80,53.90,49.10,49.75,49.55,49.90,76,3071,153846.00,
532178,ENGINRS.(I) ,B ,Q,571.05,596.90,570.00,581.45,583.00,573.30,102,1091,637553.00,
526560,ENGLISH I.CL,S ,Q,338.05,370.00,338.05,346.85,346.85,347.45,368,8719,3100752.00,
531147,ENKEI CASTAL,TS,Q,25.70,26.75,25.70,25.70,25.70,27.00,10,4030,103573.00,
512369,ENNORE COKE ,T ,Q,22.70,22.70,21.75,21.85,21.75,21.80,38,12802,283214.00,
531127,ENRICH IND. ,B ,Q,2.57,2.57,2.57,2.57,2.57,2.45,1,5,12.00,
532984,ENSO SECUT  ,TS,Q,19.15,20.00,19.10,20.00,20.00,20.00,10,48800,975425.00,
532700,ENT NETWORK ,B ,Q,154.00,158.00,148.10,150.25,150.25,152.10,453,18391,2817773.00,
532287,ENTEGRA LTD ,T ,Q,16.00,16.00,15.15,15.35,15.15,15.85,57,12985,201300.00,
523754,EPC INDUS.  ,T ,Q,19.95,19.95,19.95,19.95,19.95,19.00,1,1,19.00,
530407,EPIC ENERGY ,S ,Q,30.55,31.75,27.25,27.25,27.25,30.25,513,132500,3687238.00,
530323,ERA INFRA   ,S ,Q,78.20,79.00,76.00,76.55,76.55,77.65,1059,85437,6646946.00,
500133,ESAB INDIA  ,B ,Q,320.00,322.00,310.25,310.80,310.25,311.00,22,220,68988.00,
511716,ESCORT FINAN,T ,Q,3.00,3.00,3.00,3.00,3.00,3.00,1,1000,3000.00,
500495,ESCORTS LTD.,B ,Q,43.85,45.00,42.50,42.95,42.95,43.25,2184,537578,23614994.00,
514118,ESKAY K'N'IT,B ,Q,1.70,1.78,1.64,1.70,1.70,1.65,30,15868,26781.00,
532787,ESS DEE ALUM,B ,Q,206.00,225.00,195.50,209.30,206.95,205.25,1345,69242,14744343.00,
500134,ESSAR OIL   ,A ,Q,147.70,151.00,140.00,141.90,141.90,146.05,23223,2675949,392716877.00,
500630,ESSAR SHIP. ,B ,Q,53.80,53.80,50.00,50.75,50.75,52.70,1029,123803,6449416.00,
500135,ESSEL PROP  ,B ,Q,17.60,17.60,16.80,17.10,17.10,17.65,481,140038,2396433.00,
500136,ESTER INDUS.,B ,Q,14.86,15.55,14.60,14.98,14.98,14.98,315,181368,2753071.00,
532958,ETC NETWORK ,B ,Q,85.00,87.95,77.00,78.90,77.40,81.15,442,28930,2428805.00,
532823,EURO CERAMIC,B ,Q,32.85,34.35,31.50,32.80,32.80,32.25,143,9205,303106.00,
521014,EUROTEX IND ,B ,Q,10.50,11.00,10.50,10.75,11.00,10.94,3,200,2150.00,
531508,EVEREADY (I),B ,Q,25.35,25.35,24.00,24.10,24.25,24.25,207,23338,567552.00,
508906,EVEREST INDS,B ,Q,72.20,72.25,69.60,70.00,70.00,70.60,23,526,37476.00,
532684,EVEREST KANT,A ,Q,144.90,145.00,136.75,138.40,138.40,139.45,1212,60050,8419230.00,
514358,EVERLON SYN.,T ,Q,9.95,9.95,9.45,9.49,9.45,9.90,4,450,4362.00,
532876,EVERONN SYS ,B ,Q,174.00,178.60,166.60,168.75,168.75,172.10,7680,457086,79723536.00,
532818,EVINIX      ,B ,Q,2.15,2.19,2.07,2.13,2.13,2.19,75,70069,149841.00,
532511,EXCEL CROP. ,B ,Q,86.55,89.40,86.00,86.85,86.85,87.80,88,4939,432842.00,
502223,EXCEL GLASSS,B ,Q,2.00,2.01,2.00,2.01,2.01,1.92,19,200000,401850.00,
500650,EXCEL INDUST,B ,Q,29.50,30.00,28.50,29.20,29.25,29.35,53,4042,118200.00,
500086,EXIDE IND.  ,A ,Q,53.35,53.70,50.70,51.55,51.55,52.05,600,65755,3400834.00,
530571,EXPLICIT FIN,T ,Q,20.00,20.00,20.00,20.00,20.00,21.05,1,100,2000.00,
526614,EXPO GAS CON,B ,Q,7.80,8.54,7.78,7.99,7.99,8.18,29,4815,38579.00,
531621,EZ-COMM TRA ,T ,Q,3.50,3.74,3.40,3.40,3.40,3.57,8,1609,5584.00,
532656,FACOR ALLOYS,B ,Q,3.75,3.97,3.75,3.81,3.81,3.85,302,298711,1161705.00,
532657,FACOR STEELS,T ,Q,1.88,1.98,1.81,1.89,1.93,1.89,114,117566,221907.00,
511668,FACT ENTERP ,B ,Q,23.80,24.50,23.80,24.50,24.50,24.25,2,41,976.00,
505790,FAG BEARINGS,B ,Q,290.00,295.90,289.90,290.55,291.00,290.25,53,2309,676226.00,
520145,FAIRFIELD AT,B ,Q,20.35,21.00,20.35,20.60,20.55,20.50,11,1099,22979.00,
509527,FALCON TYRES,S ,Q,156.45,156.45,147.00,148.25,148.25,149.00,17,10048,1517034.00,
532631,FAME INDIA L,T ,Q,13.15,13.20,12.62,12.98,12.91,12.63,76,15850,205693.00,
532084,FAST TRACK E,Z ,Q,2.00,2.00,1.85,1.88,1.87,1.92,14,3733,7323.00,
530079,FAZE THREE L,S ,Q,8.34,8.34,8.34,8.34,8.34,8.77,8,2310,19265.00,
532666,FCS SOFTWARE,B ,Q,27.45,27.45,26.40,26.55,26.55,26.80,62,5480,147259.00,
531599,FDC LIMITED*,B ,Q,34.20,34.30,33.50,34.05,34.05,33.75,221,37411,1267634.00,
505744,FED MOG GOE ,T ,Q,41.00,41.00,40.15,40.95,40.15,41.75,12,1075,44029.00,
500139,FEDDER.LLYOD,B ,Q,20.75,23.30,20.50,21.75,21.75,21.25,306,38216,836977.00,
500469,FEDERAL BANK,A ,Q,177.00,191.50,174.50,185.50,185.50,176.65,1477,113046,20765482.00,
524608,FEM CARE PH.,S ,Q,775.00,775.10,771.00,774.45,774.45,775.00,50,10565,8179773.00,
526689,FENOPLAS.LTD,S ,Q,16.70,16.75,16.70,16.75,16.75,16.00,4,600,10025.00,
500141,FERRO ALLOYS,B ,Q,8.00,8.44,7.90,8.25,8.25,8.27,145,41289,339822.00,
590024,FERT CHE(PS ,B ,Q,26.35,27.00,25.30,25.70,25.70,26.40,84,9460,248686.00,
500142,FGP LTD.    ,T ,Q,1.92,1.92,1.79,1.79,1.79,1.83,3,185,335.00,
507910,FIBERWB IN  ,T ,Q,6.88,6.88,6.35,6.68,6.88,6.56,6,5890,39892.00,
532768,FIEM INDS   ,B ,Q,51.90,51.90,46.05,46.20,46.20,47.45,26,624,29078.00,
532022,FILAT FASH  ,B ,Q,93.00,96.95,87.55,89.75,89.80,90.25,101,118272,10750737.00,
526227,FILATEX INDI,S ,Q,16.50,17.00,16.50,17.00,17.00,16.50,15,10445,172392.00,
531486,FILMCITY MED,B ,Q,0.77,0.78,0.75,0.75,0.75,0.78,18,27600,21148.00,
526881,FINANC.TEC. ,A ,Q,780.00,780.00,725.10,733.65,733.65,759.35,2353,45215,34098890.00,
517264,FINELINE CI ,B ,Q,8.50,8.93,8.50,8.51,8.51,8.51,9,1300,11279.00,
500144,FINOL. CABLE,B ,Q,24.20,25.30,24.00,24.55,24.55,24.15,225,30621,760119.00,
500940,FINOLEX IND.,B ,Q,32.00,32.50,31.55,31.75,31.75,32.20,253,49922,1598019.00,
511122,FIRST CUSTO.,B ,Q,15.59,15.59,15.59,15.59,15.59,14.85,4,14,218.00,
500145,FIRST LEASIN,B ,Q,35.45,35.50,33.60,35.10,34.75,34.05,66,4261,146915.00,
532996,FIRST WIN   ,B ,Q,19.30,19.69,19.30,19.69,19.69,17.90,37,12553,246500.00,
532379,FIRSTOBJ    ,B ,Q,0.60,0.64,0.59,0.60,0.64,0.59,28,12696,7767.00,
532545,FKONCO      ,B ,Q,48.45,48.50,45.75,45.95,45.80,47.50,61,2153,101851.00,
523576,FLAWLESS DIA,B ,Q,25.65,26.50,25.65,25.80,25.80,25.40,30,7455,194239.00,
523672,FLEX FOODS  ,S ,Q,22.00,22.40,20.85,21.30,21.25,21.05,50,7606,164678.00,
522017,FLUIDOMAT   ,B ,Q,13.11,13.74,13.00,13.11,13.02,13.66,18,5228,68891.00,
507552,FOODS & INNS,B ,Q,154.00,154.00,154.00,154.00,154.00,154.00,1,10,1540.00,
502865,FORBES & CO ,S ,Q,362.00,362.00,359.00,360.80,360.80,370.20,8,363,130907.00,
500033,FORCE MOTR  ,S ,Q,70.00,74.00,69.00,69.00,69.00,70.00,19,382,26639.00,
532843,FORTIS HEALT,A ,Q,78.10,78.25,73.00,73.45,73.45,77.40,2730,327957,24876538.00,
530023,FORTUNE FIN.,T ,Q,73.55,73.55,73.55,73.55,73.55,70.05,1,100,7355.00,
500150,FOSECO INDIA,B ,Q,238.20,243.00,238.20,243.00,243.00,242.90,3,59,14101.00,
513579,FOUNDRY FUEL,T ,Q,6.85,6.95,6.85,6.95,6.95,7.03,2,1200,8270.00,
532521,FOUR SOFT   ,B ,Q,17.00,17.20,16.25,16.46,16.75,15.90,210,38427,643792.00,
530077,FRESHTROP FR,B ,Q,23.10,23.10,21.05,22.15,22.05,23.25,19,2975,66050.00,
531225,FRONTIER INF,B ,Q,1.50,1.50,1.50,1.50,1.50,1.44,1,50,75.00,
532809,FSL         ,B ,Q,17.30,18.10,16.70,16.95,16.95,16.45,17153,11775988,206210152.00,
506803,FULFORD (I) ,S ,Q,427.00,460.00,427.00,434.95,434.95,450.05,38,821,363913.00,
500720,FUTURA POLY.,B ,Q,5.00,5.38,4.90,5.13,5.13,5.15,36,15450,78731.00,
532938,FUTURE CAP  ,B ,Q,150.50,158.45,148.25,152.45,152.45,148.65,4908,260311,40199375.00,
505250,G.G.DANDEKAR,B ,Q,58.30,58.30,57.40,57.95,57.95,58.20,22,1153,66543.00,
507488,G.M.BREWERI ,B ,Q,68.10,68.10,68.00,68.00,68.00,68.05,3,65,4422.00,
517564,G.R.CABLES  ,T ,Q,1.99,2.00,1.99,2.00,2.00,1.99,9,2428,4846.00,
513059,G.S.AUTO INT,B ,Q,10.70,11.18,10.70,11.18,11.18,11.10,11,1043,11258.00,
523277,G.V.FILMS   ,B ,Q,1.09,1.10,1.04,1.05,1.05,1.07,545,2124370,2254360.00,
505714,GABRIEL(I)  ,S ,Q,9.40,9.85,8.75,8.77,8.77,9.13,249,128250,1172593.00,
532155,GAIL (I) LTD,A ,Q,276.45,276.45,265.25,266.95,266.95,270.80,3014,346861,93916689.00,
505711,GAJRA BEVEL ,TS,Q,3.12,3.42,3.10,3.35,3.40,3.26,15,2952,9697.00,
504697,GALADA TELE.,B ,Q,5.95,6.00,5.60,6.00,6.00,5.75,5,1700,9998.00,
506186,GALAXY ENTER,S ,Q,14.10,14.45,13.65,13.75,13.65,14.25,26,5862,81991.00,
532726,GALLAN METAL,B ,Q,13.90,14.30,13.80,13.80,13.80,14.24,23,3704,51680.00,
509550,GAMMON INDIA,B ,Q,92.50,95.30,89.00,89.70,89.70,91.70,1318,122810,11369710.00,
532959,GAMMON INFRA,B ,Q,71.50,73.50,68.50,71.95,71.95,68.55,123,10115,730543.00,
513108,GANDHI SP.TU,S ,Q,44.95,46.00,43.05,44.30,44.00,42.10,21,1485,66086.00,
530237,GANDHI.HOTEL,B ,Q,28.85,28.85,28.85,28.85,28.85,27.50,2,220,6347.00,
517421,GANDHIM.APPL,B ,Q,13.23,13.23,13.23,13.23,13.23,12.60,6,1264,16722.00,
526367,GANESH HSG. ,S ,Q,60.90,62.80,59.30,62.20,62.20,59.85,636,116363,7274995.00,
514167,GANESH POLY.,B ,Q,7.90,8.29,7.90,8.00,8.00,8.05,12,5602,44956.00,
532643,GANESHFORGIN,B ,Q,10.11,10.45,9.65,10.12,10.00,10.19,21,1364,13723.00,
530945,GANGOTRI IRO,B ,Q,13.69,13.69,12.72,13.19,13.04,13.13,25,17370,229488.00,
521176,GANGOTRI TEX,B ,Q,4.04,4.48,4.04,4.45,4.48,4.39,12,3167,13916.00,
500155,GARDEN SILK ,B ,Q,54.50,57.75,54.50,56.35,56.35,55.45,69,6272,355095.00,
530615,GARG FURNACE,S ,Q,14.25,15.20,14.00,14.60,14.60,14.50,10,1270,18430.00,
526727,GARNET CONST,T ,Q,12.20,13.25,12.20,13.00,13.00,12.84,10,1437,18459.00,
509563,GARWA.MARINE,B ,Q,10.59,10.59,10.59,10.59,10.59,10.09,2,375,3971.00,
501848,GARWAR OFF  ,TS,Q,100.05,106.00,99.10,101.15,101.15,101.65,66,1555,159790.00,
500655,GARWARE POLY,B ,Q,20.05,21.00,19.55,20.25,20.25,20.40,13,6008,123058.00,
509557,GARWARE WALL,B ,Q,45.80,47.90,44.35,46.85,47.90,44.75,24,602,27473.00,
532622,GATEWAY DIST,B ,Q,70.00,70.00,66.50,67.90,67.90,69.45,672,94787,6513560.00,
532345,GATI LTD.   ,B ,Q,44.80,45.50,43.40,43.70,43.70,44.40,122,10412,462921.00,
532767,GAYATRI PROJ,B ,Q,86.80,86.85,81.00,82.90,82.10,84.65,462,58976,5019488.00,
532183,GAYATRI SUGR,T ,Q,5.00,5.00,4.80,4.85,4.85,4.99,53,26166,127541.00,
504028,GEE LTD     ,B ,Q,44.05,45.00,44.00,45.00,45.00,45.20,4,300,13302.00,
530389,GEEFCEE FIN.,B ,Q,81.00,84.95,80.00,80.00,80.00,83.40,16,684,55217.00,
531863,GEEKAY FIN. ,T ,Q,91.45,101.00,91.45,99.00,99.00,96.25,5,80,7850.00,
530743,GEI IND SYS ,B ,Q,38.90,39.70,38.10,38.95,38.95,37.70,134,10902,424030.00,
532318,GEMINI COMMU,B ,Q,19.50,19.85,18.55,18.75,18.75,19.15,450,271759,5188411.00,
531137,GEMSTONE INV,B ,Q,23.85,24.10,22.55,22.55,22.55,23.35,32,40566,956955.00,
506109,GENESYS INT.,T ,Q,71.50,74.00,70.00,70.05,70.05,73.50,25,1819,129661.00,
531939,GENIUS COMMU,B ,Q,0.94,0.94,0.90,0.90,0.90,0.90,2,1001,940.00,
531739,GENNEX LAB  ,B ,Q,16.50,17.00,16.40,16.90,17.00,17.10,21,3100,51827.00,
530343,GENUS POWER ,S ,Q,128.00,132.50,125.00,127.40,126.50,125.40,701,48621,6200069.00,
503699,GEOD LTD    ,B ,Q,91.00,94.25,89.50,90.05,90.05,89.05,1224,123043,11304661.00,
532285,GEOJIT FIN  ,B ,Q,28.60,30.25,28.00,28.45,28.45,27.90,2099,421028,12256655.00,
532312,GEOMETRIC L ,B ,Q,24.20,24.90,23.75,23.95,23.95,23.75,634,161771,3982588.00,
500171,GHCL LTD    ,B ,Q,31.30,31.60,30.65,30.75,30.75,31.05,588,65802,2046525.00,
533048,GI ENGINERG ,B ,Q,5.21,5.50,4.95,5.06,5.02,5.49,19,8934,46343.00,
511676,GIC HOUSING ,B ,Q,50.40,51.40,49.50,49.90,49.80,49.95,224,30785,1554317.00,
532716,GILLA ARBUT ,B ,Q,67.00,71.00,67.00,68.85,68.75,69.30,80,8288,575275.00,
507815,GILLETTE (I),B ,Q,725.00,736.00,725.00,728.90,730.00,727.00,37,425,309873.00,
590025,GINNI FIL(PS,B ,Q,4.50,4.59,4.36,4.40,4.40,4.55,15,3613,16000.00,
532715,GITANJALI GE,B ,Q,74.50,74.90,71.00,71.35,71.35,73.45,1440,130057,9446191.00,
531613,GIVO LTD.   ,B ,Q,3.81,4.09,3.75,3.87,3.87,3.94,11,2929,11451.00,
500660,GLAXOSMITH  ,A ,Q,1081.20,1170.60,1081.20,1164.80,1164.80,1165.25,76,2175,2490836.00,
500676,GLAXOSMITHKL,A ,Q,829.80,850.00,810.20,815.55,815.55,810.10,38,1029,848481.00,
532296,GLENMARK PHA,A ,Q,174.90,175.50,166.90,168.00,168.00,174.40,3332,273878,46990302.00,
513528,GLITTEK GRAN,B ,Q,1.82,1.82,1.82,1.82,1.82,1.91,3,500,910.00,
530263,GLOBAL CAP. ,T ,Q,18.80,20.45,18.80,20.00,20.05,19.75,24,10950,218075.00,
532773,GLOBAL VECT ,B ,Q,28.50,29.75,28.50,29.75,29.75,29.20,9,640,18757.00,
532672,GLODYNE TECH,B ,Q,325.00,345.00,320.15,326.15,327.00,329.60,179,5987,2031549.00,
532857,GLORY POLY  ,B ,Q,24.50,25.25,23.80,24.25,24.25,25.05,221,41561,1020673.00,
590085,GLOSTER JUTE,B ,Q,110.00,119.95,110.00,119.95,119.95,109.00,3,48,5289.00,
505255,GMM PFAUDLER,B ,Q,54.00,56.95,54.00,56.00,56.00,56.05,27,1132,63337.00,
532990,GMR FERRO   ,B ,Q,25.20,30.75,25.20,28.90,28.90,25.70,145,15953,467568.00,
500162,GMR INDUS LT,T ,Q,87.00,89.00,84.60,84.90,84.90,89.00,40,2223,191927.00,
532754,GMR INFRASTR,A ,Q,116.00,117.90,110.50,111.30,111.30,115.90,7962,1050086,119892441.00,
509567,GOA CARBON  ,S ,Q,56.05,56.70,54.60,54.95,54.95,56.80,78,6178,341783.00,
532734,GODAWARI POW,B ,Q,75.00,78.00,72.30,72.90,72.90,75.05,659,45422,3408495.00,
500163,GODFREY PH  ,B ,Q,900.00,943.00,900.00,910.95,921.00,915.55,38,346,318081.00,
532424,GODREJ CONS ,A ,Q,143.25,143.25,140.25,141.50,141.50,141.50,177,11814,1673591.00,
500164,GODREJ IND  ,A ,Q,96.70,97.65,93.10,93.75,93.75,94.40,3880,502309,47853095.00,
531600,GOGIA ISEC  ,B ,Q,64.65,64.65,64.65,64.65,64.65,61.60,1,5,323.00,
532630,GOKALDAS    ,T ,Q,71.85,71.85,66.05,67.20,67.20,68.50,23,2250,151407.00,
532980,GOKUL REFOIL,B ,Q,243.00,245.00,234.35,239.90,237.05,243.25,263,9720,2334063.00,
500151,GOLDEN TOB  ,B ,Q,53.95,55.20,52.10,53.00,53.40,53.50,183,23747,1271894.00,
526729,GOLDIAM INT.,T ,Q,17.00,17.50,16.60,17.05,17.05,17.00,13,3835,65596.00,
532439,GOLDST INFRA,B ,Q,15.85,15.85,15.25,15.40,15.40,15.50,11,2629,41082.00,
531439,GOLDSTONE EN,B ,Q,21.80,22.80,21.30,22.00,22.00,21.85,382,63690,1400208.00,
504701,GONTER PEIP ,B ,Q,16.05,16.50,15.55,15.65,16.00,16.40,23,4562,72794.00,
530655,GOOD LUCK ST,B ,Q,133.00,133.95,124.70,132.85,132.85,132.35,15,308,40846.00,
